id,lat,lon
695,50.64449580,7.93549780
697,50.15293740,7.16756850
698,50.34109260,7.58541020
699,50.38278770,7.57633970
700,50.38039800,7.58093520
701,50.32553000,7.22326000
702,50.35260000,7.59066000
703,50.42801040,7.46031110
704,50.41764630,7.48414750
705,47.65218700,9.47387900
706,47.76920000,9.16354200
707,47.65413900,9.47376200
708,47.66543000,9.44750400
709,47.67224800,9.41721000
710,47.68857600,9.49016700
711,47.65159000,9.47734800
712,47.81401000,9.27272700
713,47.62852000,9.52699600
714,47.71702500,9.38894600
715,47.59459600,9.59890000
716,47.75788300,9.29603300
717,47.70052300,9.55917600
718,47.76826400,9.15535300
719,47.65257500,9.48432400
720,47.65741200,9.45284400
721,47.65399800,9.47627100
722,47.66495000,9.42846400
723,47.78306400,9.38983500
724,47.76895000,9.16194100
725,47.91643200,9.76277500
726,47.91074400,9.90040500
727,47.73087800,9.34466400
728,47.71203000,9.26545700
729,47.66540200,9.44540600
730,47.67264000,9.52327200
731,47.65829700,9.43484300
732,47.67653600,9.31835000
733,47.81855500,9.31340700
734,47.78875400,9.88070300
735,47.68787600,9.40940100
736,47.60254400,9.53955100
737,47.69668900,9.27077000
738,47.65735600,9.70277900
739,47.80907000,9.17265700
740,47.75788700,9.29601400
741,47.77821100,9.28087900
742,47.86881700,9.42488500
743,47.65663400,9.48483200
749,47.55516360,7.94931620
750,47.55361200,7.94654690
814,48.70943600,9.65598400
815,48.70490800,9.66171800
816,48.70995200,9.64875200
817,48.69903600,9.65153000
818,48.69747500,9.65584700
819,48.71359200,9.68990000
820,48.70287800,9.65520700
821,48.74153800,9.72198700
822,48.71030000,9.61612900
823,48.72416700,9.65453400
825,49.08586700,9.12530000
826,49.08503500,9.13026900
827,49.29004200,9.38009200
828,49.08459900,9.12598100
829,49.08380200,9.12481000
830,49.08340000,9.13124100
831,49.08252900,9.12223900
832,49.10108200,9.12569300
833,49.07119500,9.13140100
834,49.08479640,9.19566520
835,48.34310100,7.87029400
836,48.34146500,7.88019700
837,48.33804400,7.86928000
838,48.37342800,7.88221400
839,48.31051000,7.94036000
840,48.34533300,8.06161300
841,48.31695400,8.21827500
842,48.46422900,7.80836600
843,48.56346600,7.81526600
844,48.28650700,8.18744200
850,48.88917240,9.16168540
851,48.90029970,9.19266470
852,48.89452800,9.19220300
853,48.89299510,9.17382560
854,48.89129170,9.20426590
855,48.86521480,9.18172440
856,48.86267000,9.17963000
857,48.89595690,9.19169040
858,48.89155300,9.18375300
859,99.99999999,99.99999999
860,48.89314330,9.19664010
861,48.89406900,9.19293300
862,48.88118330,9.20690910
863,48.85954700,9.18535600
864,99.99999999,99.99999999
865,48.89232800,9.18328600
866,48.89195100,9.20137200
867,48.89421400,9.18703900
868,48.89323230,9.20881670
869,47.76124110,8.83257710
871,47.76111290,8.83674380
872,47.92565000,9.74079000
873,47.73680730,8.77361910
1208,47.78536000,9.60732990
1209,47.78327000,9.60640000
1210,47.77991000,9.61607000
1211,47.80794000,9.63923000
1212,48.49122381,9.20693475
1213,48.48855696,9.21198870
1214,48.81386300,9.77213300
1215,48.79593900,9.86512900
1216,48.80132000,9.79042000
1217,48.79330300,9.82193000
1218,48.78848990,9.76340540
1219,48.80100000,9.78600000
1220,48.79894600,9.78470600
1221,48.79950960,9.79823990
1222,48.79522350,9.77862390
1223,48.80818900,9.81517000
1224,48.79389900,9.78667900
1225,48.80100000,9.78600000
1226,48.80269780,9.79952710
1227,48.80303000,9.79955000
1228,48.80303000,9.79955000
1229,47.62899200,8.26721520
1230,47.61769900,8.24897100
1231,47.61087560,8.22504980
1232,47.61741900,8.24442160
1233,47.62704560,8.26417040
1234,47.62850880,8.30402830
1236,50.02726700,9.13575000
1237,50.06951700,9.16711700
1238,49.98221700,9.14493300
1239,49.97361000,9.14500000
1240,48.34336280,10.88366790
1241,48.44605440,10.28308300
1242,47.88258000,10.61726000
1243,47.75731240,10.31667800
1244,48.85549570,10.49194370
1245,48.49051000,10.85750000
1246,48.44918000,10.21983000
1247,48.71353410,10.77651300
1248,48.32416700,10.88416700
1249,48.36916700,10.89361100
1250,48.31000000,10.89250000
1251,48.35333300,10.94416700
1253,48.37111100,10.89777800
1254,48.31000000,10.89250000
1255,48.34083300,10.90555600
1256,48.35611100,10.96388900
1257,48.36905000,10.93400000
1258,48.17504800,11.25375010
1259,50.11764100,9.88780750
1260,99.99999999,99.99999999
1261,47.50491200,10.37046100
1262,47.40662400,10.28478600
1268,47.72885000,10.31088000
1269,47.62416800,10.50169600
1270,47.57295000,10.28900000
1271,47.55934400,10.22007500
1272,47.55329300,10.02513200
1273,47.71970200,10.31702000
1274,47.57444010,9.61337940
1275,47.57048020,9.63832790
1276,47.55120260,9.69171190
1277,47.55230000,9.71901000
1278,47.54913980,9.72945940
1279,49.99675448,10.20174822
1280,49.86776980,10.32851526
1281,49.89959221,10.35514260
1282,49.94784555,10.59854793
1283,50.00327146,10.11744871
1284,49.98148000,10.55504000
1285,49.91206250,10.00158869
1370,47.85578000,12.13319000
1371,47.84932370,12.08718860
1372,47.84411040,12.06552770
1663,52.37080000,13.13427700
1664,52.38263000,13.14077000
1665,50.81885000,12.88690000
1666,50.84083550,12.92311700
1667,50.83683300,12.92501500
1668,50.80637000,12.92299000
1669,50.81856430,12.88140150
1671,50.71904310,12.48996680
1672,50.83226680,12.92136660
1673,50.83462630,12.91898810
1674,50.84800850,12.93244170
1675,50.84116240,12.94351340
1676,50.84502060,12.92571700
1677,50.83127010,12.87228010
1678,50.85488100,12.91927800
1679,50.80918510,12.90905910
1680,50.85007710,12.92172220
1681,50.64491000,12.96758000
1682,51.43778100,11.98446900
1683,51.39547270,12.39880510
1684,51.31437500,12.37318600
1685,51.33581700,12.37321100
1686,51.28124600,12.42797300
1687,51.35164000,12.37325300
1688,51.25115500,12.31495800
1689,51.35136500,12.30017600
1690,51.32333100,12.30775600
1691,51.35700000,12.37700000
1692,51.36200000,12.37300000
1693,51.33000000,12.38000000
1694,51.33700000,12.33900000
1695,51.33954500,12.36186400
1696,51.34345400,12.37690300
1697,51.34200000,12.35300000
1698,51.28471500,12.42465200
1699,51.39547270,12.39880510
1700,51.32371040,12.28745950
1701,51.34757050,12.31308470
1702,51.31941500,12.34202020
1703,51.33744240,12.33359760
1704,51.33969550,12.37307470
1705,51.36856000,12.38668000
1706,51.36635110,12.34934670
1707,51.34026690,12.38333660
1708,51.32456450,12.37318320
1709,51.33745240,12.38155020
1710,51.32340710,12.40028630
1711,51.34460000,12.37009000
1712,51.33817470,12.36159060
1713,51.34510050,12.38090600
1714,51.35155430,12.40674930
1715,51.30109750,12.38387540
1716,51.33251160,12.39506630
1717,51.34130040,12.35685810
1718,51.33141200,12.36871630
1719,51.34129900,12.38043400
1720,51.33673560,12.37478500
1721,51.34059480,12.37198840
1722,51.34380160,12.37748480
1723,51.33773260,12.37194530
1724,51.34050800,12.37669100
1725,51.34404810,12.38222410
1726,51.31100000,12.37200000
1727,51.22169800,12.32006200
1728,51.34881500,12.37219300
1729,51.37682600,12.39534100
1730,51.29684300,12.38406200
1731,51.35112800,12.37713900
1732,51.34384300,12.37631500
1733,51.31084500,12.37610400
1734,51.33315200,12.36686800
1735,51.35894900,12.38028800
1736,51.33184120,12.37531820
1737,51.40176210,12.39871950
1738,51.49615000,11.98559000
1739,51.48518642,11.99555267
1740,51.50819680,11.92713502
1741,51.48325000,11.96680000
1742,51.48176899,11.91490455
1743,51.59038000,11.00067000
1744,51.48163870,11.91498502
1745,51.47904183,11.96778297
1746,51.56461504,10.96320298
1747,51.48050668,11.96472334
1748,51.49441301,11.93758251
1749,51.48110496,11.97551442
1750,51.48740267,11.96701572
1751,51.47901668,12.03475925
1752,51.48236969,11.97255728
1753,51.45236080,11.98278039
1754,51.50247209,11.87541890
1755,51.48771500,11.90737396
1756,50.83715300,10.94706100
1757,51.02887100,11.51542000
1758,50.81388000,10.23630000
1759,50.72337990,10.44930230
1760,51.01500000,11.04000000
1761,50.87880000,11.18539100
1762,50.84407500,10.48021100
1763,51.08137200,10.51660700
1764,51.01308760,11.04046520
1765,50.97379980,11.03821804
1766,50.97794640,11.02378180
1767,50.95795834,11.03719727
1768,50.96415031,11.03681699
1769,50.97504641,10.95903157
1770,50.97775246,11.02189993
1771,50.99008856,11.02953340
1772,50.97765593,11.02190508
1773,50.96309087,11.03707116
1785,50.89648300,11.58306610
1786,50.89954000,11.58870000
1787,50.80418000,11.61156000
1788,50.92522980,11.58657350
1789,50.87816000,11.61594000
1791,51.22309000,10.47214000
1792,51.50037625,10.79421107
1793,50.86300018,11.72870961
1794,50.85773344,11.72686675
1795,50.65211210,11.97762280
1796,50.66667860,11.97894210
1797,47.59248500,7.61196400
1798,47.54942250,7.69264570
1799,47.68336800,7.84238800
1800,47.63740900,7.69515700
1801,47.85582700,7.77742300
1802,47.59670000,7.66228600
1803,47.61486500,7.66569600
1804,47.61584500,7.66207100
1805,47.61021300,7.66498100
1806,47.55361600,8.02332300
1807,47.59491500,8.03557700
1808,48.12836300,7.80877900
1809,47.73491600,8.00188500
1810,48.01804100,8.53171800
1811,47.73176300,7.55679400
1812,47.94918400,8.50194500
1813,47.94918400,8.50194500
1820,47.96394800,7.76889000
1821,47.57028300,7.75120700
1824,47.68336800,7.84238800
1825,47.55122010,7.65997950
1826,47.73713100,8.16640200
1827,47.66416300,8.00310200
1828,48.13709300,8.41455100
1829,47.58698600,7.69606800
1830,47.55771700,8.04589900
1831,47.59305400,8.29990300
1832,47.55657600,7.78498200
1833,47.91897700,8.20373300
1834,47.55623600,7.72974500
1835,47.56082200,7.78613500
1836,47.57386700,7.80118100
1837,47.57386700,7.80118100
1838,47.57386700,7.80118100
1839,47.56658400,7.78533500
1840,47.82886810,7.94516080
1841,47.63437070,8.27404460
1842,47.62096110,8.21765270
1843,47.62395000,8.21291000
1844,47.63318050,8.27301030
1845,47.62267090,8.20516070
1846,47.72020850,8.31847690
1847,47.90296520,8.15514010
1848,47.76033900,8.13119100
1849,47.88377270,8.34604220
1850,47.86858000,8.20230000
1851,47.90479850,8.10792590
1852,47.81828040,8.17630730
1853,47.79394600,8.24755700
1854,47.95891000,8.26424000
1855,47.93960910,8.07993420
1856,48.00696320,8.09207750
1857,48.05944000,8.46778000
2124,51.15789850,13.50665170
2126,51.74556296,14.64843789
2127,50.09095000,8.28078000
2130,51.72883165,14.66156876
2132,51.75022275,14.65335738
2133,50.92939500,10.57053100
2135,50.82796070,10.65697390
2136,50.82792000,10.73866990
2137,48.95192000,8.84405000
2139,52.22767927,10.56975660
2142,51.47087324,7.21926438
2144,51.57324225,14.37899086
2145,51.55890856,14.35845774
2146,51.56461589,14.37646677
2149,47.74053930,8.97450455
2150,50.84584591,12.93608688
2151,50.84941998,12.92638526
2154,53.65265700,10.01839100
2157,53.36097390,13.09248980
2160,52.93082000,9.22521000
2164,52.91487840,9.23281960
2166,53.36319970,13.06512810
2167,53.35737909,13.07193787
2169,50.33096272,11.11317213
2170,50.00677506,10.59589663
2171,48.24122540,12.52418070
2172,49.35187718,7.18642848
2173,50.32925589,11.12336415
2174,48.26522140,12.65070590
2185,49.31495547,7.15199332
2186,49.35503951,7.12856920
2187,50.98443796,12.43317417
2189,49.52341000,9.32756000
2191,49.34269654,7.17920318
2193,50.98350614,12.43156200
2194,50.06185374,10.23693061
2195,50.98327785,12.43671907
2196,50.05072777,10.21740146
2197,50.99668355,12.44321837
2198,50.04600043,10.22141399
2199,50.04440409,10.22694866
2200,50.04128396,10.22736895
2201,50.04569433,10.22931423
2203,52.31386000,9.96423000
2204,48.74038035,11.18284222
2206,48.72732137,11.17699768
2209,48.40994691,9.49065837
2211,48.41258130,9.49236128
2214,48.57900502,10.49230166
2215,48.57097068,10.43087041
2218,49.33742298,11.01431733
2219,47.93937730,10.08974980
2220,49.32245987,11.05154882
2221,49.32781673,11.02571793
2223,49.32608132,11.01857030
2224,49.32871393,11.02207732
2225,49.33457842,11.01165900
2226,48.17275138,11.32326227
2228,48.17130750,11.36695610
2230,49.06730000,10.33337000
2235,49.30297218,8.64311435
2236,52.63382404,10.09442642
2237,49.35653713,11.14100430
2239,49.34678840,11.15795990
2243,48.67345752,10.14633160
2246,48.68175580,10.15738520
2249,48.69937507,10.24121217
2250,48.73937476,10.11577036
2251,52.62544510,10.07731900
2252,48.69339121,10.06415682
2254,52.62498410,10.07953550
2255,52.91869870,9.97504580
2256,48.45029700,10.27643730
2258,49.05144560,11.78254010
2259,49.83936850,9.14320060
2404,53.78546000,9.76488000
2452,51.83506741,8.02765538
2548,53.78818000,9.77134000
2549,51.98257477,7.78871492
2550,53.79720000,9.77456000
2551,52.03530381,7.83904135
2552,51.25264301,6.69077303
2553,48.63796000,9.60942000
2556,48.65005098,9.30030943
2557,48.64998421,9.30023795
2559,52.49454690,6.88660310
2561,52.43333850,7.06763000
2563,52.60575250,6.84934700
2564,52.51788180,7.13312440
2565,52.31711000,7.16221000
2566,52.44270000,7.06580000
2568,52.46151860,7.15577790
2569,52.43082490,7.06469730
2570,52.38988170,13.06352180
2571,51.50550940,6.54504290
2572,52.40069672,13.05956767
2573,51.48335360,6.53785360
2575,51.50398930,6.51607450
2578,52.40838680,12.56249620
2580,52.38727000,10.75496000
2581,52.44305770,10.81431210
2584,48.68599180,9.74082560
2585,52.15269000,10.32960000
2589,50.29598834,11.04404102
2590,52.14967410,10.31928690
2592,50.86024067,11.73802426
2593,50.86785338,11.72280864
2596,48.04313306,7.86827701
2599,52.13599040,10.33715140
2601,52.15526340,10.32560780
2606,50.89482087,14.80467113
2607,49.38040135,10.17864984
2609,49.37974000,10.19585000
2610,47.85787216,12.00417624
2612,51.10386190,6.88781340
2613,51.10340627,6.88846545
2615,51.09219022,6.88863044
2616,53.63041810,9.86424620
2618,52.04625540,10.37198510
2620,52.08750000,10.37954000
2621,48.31103447,11.90927113
2622,48.29137441,11.88626940
2623,49.49835821,10.41768086
2624,49.50279628,10.41818247
2626,52.23778126,8.92194023
2627,49.72116000,11.06676000
2629,49.72172990,11.06031670
2630,49.70460400,11.06071170
2631,49.71769950,11.06046020
2633,51.40768000,8.57485000
2635,51.57198624,8.10832540
2637,52.11825210,7.38594830
2638,51.57322376,8.11035541
2639,52.12038710,7.39159330
2641,51.56936470,8.07798654
2642,52.14438680,7.33665770
2643,51.57181472,8.11449083
2644,48.13035020,8.23083280
2645,48.13341150,8.22128330
2646,48.07871230,8.36521250
2647,48.12522000,8.33258030
2648,48.12513000,8.32747000
2649,48.05260070,8.20542920
2650,48.14242665,8.19848429
2651,48.26998495,12.15435401
2653,48.28101129,12.14491967
2654,48.26742050,12.15945670
2656,51.23599160,6.24787740
2657,51.21605000,6.96742000
2660,51.22259000,6.90822000
2661,51.22117000,6.93291000
2663,51.21957140,6.89617470
2664,51.21619000,6.94428000
2665,51.20716000,6.95690000
2666,51.19992000,6.91397000
2667,54.24899411,12.23639599
2668,54.13876916,12.07473787
2669,54.09336629,12.09796856
2676,53.49141560,12.48439390
2678,53.50352363,13.98861179
2684,54.16704769,9.85692752
2695,50.92823831,11.58543770
2699,50.90033586,11.59186375
2700,50.69543718,11.59235195
2701,50.95543000,11.62214000
2702,50.95543000,11.62214000
2703,50.89977760,11.58591570
2712,48.02812767,7.84581135
2714,47.99979273,7.85839830
2716,47.99727656,7.85390404
2717,47.98519386,7.81050283
2735,50.05015640,8.56681490
2742,50.55735900,6.76548800
2743,50.49007400,6.62926300
2744,50.49002300,6.44274900
2745,50.52891800,6.47708700
2746,50.61929600,6.65147400
2747,50.63424700,6.47447100
2748,50.53775500,6.55531100
2749,50.66929200,6.78402200
2750,50.58214900,6.44765600
2751,50.43651600,6.65203000
2752,50.57458900,6.49737400
2753,50.54628400,6.57480200
2754,50.38593800,6.54765800
2755,50.35321000,6.38608000
3612,49.74304540,6.65733700
3613,49.44147000,10.95978000
3618,54.09250458,12.14469933
3619,54.08824749,12.12456371
3621,54.08985423,12.13521206
3622,54.17666303,12.08541762
3624,54.13876916,12.07463058
3626,54.08155000,9.96018000
3629,51.85546361,13.95080004
3630,50.63669628,9.39420793
3633,50.62778500,9.39210410
3635,51.85545715,13.95079734
3636,50.72309610,12.49418570
3637,50.73253280,12.48538620
3656,50.31139707,9.79333068
3658,50.00721400,9.20585900
3659,49.99790100,9.18104300
3660,49.99958400,9.19216100
3661,49.98936500,9.17276000
3662,50.00638000,9.22079800
3663,50.49459810,12.13644980
3664,50.49643507,12.13735366
3669,47.60487600,9.89077900
3671,47.59979660,9.88369230
3675,47.18212220,8.49124720
3676,47.62521390,8.26316210
3677,47.62511000,8.25999000
3678,50.23731010,11.72660460
3679,51.86777674,12.66066156
3681,51.60275297,7.13799147
3682,51.88222398,12.45787106
3684,51.86817912,12.63343116
3685,51.59263962,7.13731928
3687,51.59978997,7.09072927
3688,51.57193284,7.14487466
3690,49.44617000,6.62609000
3691,49.43729250,6.63525940
3692,49.47636770,6.60516950
3697,48.05089810,10.88194920
3698,50.94637980,11.60284740
3701,48.05082930,10.87392980
3702,50.92825350,11.56851500
3703,48.05082930,10.87392980
3704,50.88136843,11.60512484
3705,52.60055903,13.13748954
3706,54.14766338,9.28276812
3707,54.19804854,9.08077844
3708,52.54298290,12.98742767
3709,54.19438776,9.12516980
3710,54.19533929,9.09184824
3711,54.19355865,9.09193657
3712,54.19504780,9.10169990
3713,54.19319237,9.10958175
3714,54.09088868,9.07188642
3715,54.21528422,8.92264945
3716,54.16379874,8.99752402
3717,54.19729250,9.12505188
3719,51.08399820,10.51081210
3720,50.44924000,11.64348000
3721,51.44156040,10.57021010
3722,51.23008000,10.94804000
3723,50.42626350,10.73037400
3724,50.80285190,11.58816340
3725,50.93562000,11.38890000
3726,50.89424300,12.35161300
3727,50.68370330,11.26978400
3728,50.91649990,11.86302200
3729,50.93399470,12.01104670
3730,50.85916100,10.38389400
3731,50.86145000,11.34045000
3732,51.41046990,10.42601830
3733,50.82425630,10.45169950
4034,50.57165430,11.12873320
4035,51.01528130,11.03870040
4036,51.01528130,11.03870040
4037,51.01528130,11.03870040
4038,50.86907000,10.82736000
4039,51.11294150,10.93321660
4040,51.15099900,10.55621120
4042,51.16476270,10.31287550
4043,50.67122650,10.97470950
4044,51.21393130,10.22228300
4045,50.51815000,10.96772000
4047,51.55837040,10.83387010
4048,50.70722240,10.72533610
4049,50.86039220,12.18274270
4050,50.89186020,10.36653920
4051,50.48443900,11.66727970
4052,50.71490700,10.47021640
4053,50.77445980,11.08225670
4054,50.43203020,11.15791280
4055,50.70167920,10.56790150
4056,51.47847780,10.26316690
4057,50.73653350,11.86390570
4059,49.73974000,10.16307010
4081,51.47157690,11.97353174
4082,51.46626098,11.97990784
4085,48.40530881,9.05756676
4088,52.99027459,9.83928738
4089,52.98527270,9.83789430
4090,52.98304407,9.92531481
4091,51.20394210,7.35869340
4094,50.97371616,11.03817716
4095,50.97379980,11.03815688
4096,50.97386411,11.03815667
4097,50.96307155,11.03712223
4098,48.74524100,11.48391700
4099,48.77632200,11.42499800
4100,48.77148640,11.38087120
4101,48.74689300,11.48629900
4102,48.76354400,11.42662900
4103,48.76142100,11.42664500
4104,48.76612100,11.43145000
4105,48.77013200,11.42373100
4106,48.76380600,11.43077100
4107,48.76079300,11.42138000
4108,48.76612100,11.43145000
4109,48.77013200,11.42373100
4110,48.76079300,11.42138000
4111,48.76380600,11.43077100
4112,48.75920000,11.43856200
4113,48.78391359,11.47772336
4114,48.76696700,11.42465400
4117,49.47746190,10.99045620
4118,49.47981790,10.95657180
4119,49.46273680,11.00641680
