id,title,power,lat,lon,station_id,plug
51243,Ladepunkt Möllner Straße 42 (2),22,,,26007,CONNECTOR.AC.TYPE2.SOCKET
51244,Ladepunkt Lauenburger Strasse 33 (1),22,,,26008,CONNECTOR.AC.TYPE2.SOCKET
51245,Ladepunkt Lauenburger Strasse 33 (1),22,,,26009,CONNECTOR.AC.TYPE2.SOCKET
51246,Ladepunkt Stadtweg 160 (1),43,,,26010,CONNECTOR.AC.TYPE2.PLUG
51247,Ladepunkt Stadtweg 160 (2),50,,,26010,CONNECTOR.DC.CCS.PLUG
51248,Ladepunkt Eichenlohweg 17 (1),22,,,26011,CONNECTOR.AC.TYPE2.PLUG
51249,Ladepunkt Eichenlohweg 17 (2),50,,,26011,CONNECTOR.DC.CCS.PLUG
51250,Ladepunkt Stormarnstraße 33 (1),22,,,26012,CONNECTOR.AC.TYPE2.PLUG
51251,Ladepunkt Stormarnstraße 33 (2),50,,,26012,CONNECTOR.DC.CCS.PLUG
51252,Ladepunkt Industriestraße 2 (1),22,,,26013,CONNECTOR.AC.TYPE2.SOCKET
51253,Ladepunkt Industriestraße 2 (2),22,,,26013,CONNECTOR.AC.TYPE2.SOCKET
51254,Ladepunkt Reeshoop 47 (1),22,,,26014,CONNECTOR.AC.TYPE2.SOCKET
51255,Ladepunkt Reeshoop 47 (2),22,,,26014,CONNECTOR.AC.TYPE2.SOCKET
51256,Ladepunkt Kurt-Fischer-Straße 52 (1),22,,,26015,CONNECTOR.AC.TYPE2.SOCKET
51257,Ladepunkt Kurt-Fischer-Straße 52 (2),22,,,26015,CONNECTOR.AC.TYPE2.SOCKET
51258,Ladepunkt Königstraße 11 (1),22,,,26016,CONNECTOR.AC.TYPE2.SOCKET
51259,Ladepunkt Königstraße 11 (2),22,,,26016,CONNECTOR.AC.TYPE2.SOCKET
51260,Ladepunkt Wöhrendamm 147 (1),22,,,26017,CONNECTOR.AC.TYPE2.SOCKET
51261,Ladepunkt Wöhrendamm 147 (2),22,,,26017,CONNECTOR.AC.TYPE2.SOCKET
51262,Ladepunkt Großenseer Str. 7 (1),22,,,26018,CONNECTOR.AC.TYPE2.PLUG
51263,Ladepunkt Großenseer Str. 7 (2),50,,,26018,CONNECTOR.DC.CCS.PLUG
51264,Ladepunkt Rausdorfer Straße 29 (1),22,,,26019,CONNECTOR.AC.TYPE2.SOCKET
51265,Ladepunkt Rausdorfer Straße 29 (2),22,,,26019,CONNECTOR.AC.TYPE2.SOCKET
51266,Ladepunkt Georg-Sasse-Str. 13 (1),11,,,26020,CONNECTOR.AC.TYPE2.SOCKET
51267,Ladepunkt Georg-Sasse-Str. 13 (1),11,,,26021,CONNECTOR.AC.TYPE2.SOCKET
51268,Ladepunkt Dorfstraße bei 60 (1),22,,,26022,CONNECTOR.AC.TYPE2.SOCKET
51269,Ladepunkt Dorfstraße bei 60 (2),22,,,26022,CONNECTOR.AC.TYPE2.SOCKET
51270,Ladepunkt Rendsburger Straße bei Nr. 58 (1),22,,,26023,CONNECTOR.AC.TYPE2.SOCKET
51271,Ladepunkt Rendsburger Straße bei Nr. 58 (2),22,,,26023,CONNECTOR.AC.TYPE2.SOCKET
51272,Ladepunkt Meiereistraße 5 (1),22,,,26024,CONNECTOR.AC.TYPE2.SOCKET
51273,Ladepunkt Meiereistraße 5 (2),22,,,26024,CONNECTOR.AC.TYPE2.SOCKET
51274,Ladepunkt Speicherlinie 22a (1),22,,,26025,CONNECTOR.AC.TYPE2.SOCKET
51275,Ladepunkt Wanderuper Straße 18 (1),43,,,26026,CONNECTOR.AC.TYPE2.PLUG
51276,Ladepunkt Wanderuper Straße 18 (2),50,,,26026,CONNECTOR.DC.CCS.PLUG
51277,Ladepunkt Bahnhofstraße 1 (1),22,,,26027,CONNECTOR.AC.TYPE2.SOCKET
51278,Ladepunkt Bahnhofstraße 1 (2),22,,,26027,CONNECTOR.AC.TYPE2.SOCKET
51279,Ladepunkt Flensburger Str. 29 (1),22,,,26028,CONNECTOR.AC.TYPE2.SOCKET
51280,Ladepunkt Ramskamp 100 (1),22,,,26029,CONNECTOR.AC.TYPE2.SOCKET
51281,Ladepunkt Ramskamp 100 (2),50,,,26029,CONNECTOR.DC.CCS.PLUG
51282,Ladepunkt Ernst-Abbe-Straße 1 (1),22,,,26030,CONNECTOR.AC.TYPE2.SOCKET
51283,Ladepunkt Ernst-Abbe-Straße 1 (2),22,,,26030,CONNECTOR.AC.TYPE2.SOCKET
51284,Ladepunkt Kurt-Wagener-Straße 11 (1),22,,,26031,CONNECTOR.AC.TYPE2.SOCKET
51285,Ladepunkt Kurt-Wagener-Straße 11 (2),22,,,26031,CONNECTOR.AC.TYPE2.SOCKET
51286,Ladepunkt Bahnhofstraße 27 (1),22,,,26032,CONNECTOR.AC.TYPE2.SOCKET
51287,Ladepunkt Bahnhofstraße 27 (2),22,,,26032,CONNECTOR.AC.TYPE2.SOCKET
51288,Ladepunkt Bahnhofstraße 27 (1),22,,,26033,CONNECTOR.AC.TYPE2.SOCKET
51289,Ladepunkt Bahnhofstraße 27 (2),22,,,26033,CONNECTOR.AC.TYPE2.SOCKET
51290,Ladepunkt Moltkestraße 11 (1),22,,,26034,CONNECTOR.AC.TYPE2.SOCKET
51291,Ladepunkt Moltkestraße 11 (2),22,,,26034,CONNECTOR.AC.TYPE2.SOCKET
51292,Ladepunkt Liese-Meitner-Allee 3 (1),22,,,26035,CONNECTOR.AC.TYPE2.PLUG
51293,Ladepunkt Liese-Meitner-Allee 3 (2),50,,,26035,CONNECTOR.DC.CCS.PLUG
51294,Ladepunkt Reuterstraße 42 (1),22,,,26036,CONNECTOR.AC.TYPE2.SOCKET
51295,Ladepunkt Reuterstraße 42 (2),22,,,26036,CONNECTOR.AC.TYPE2.SOCKET
51296,Ladepunkt Itzehoher Platz 1 (1),22,,,26037,CONNECTOR.AC.TYPE2.SOCKET
51297,Ladepunkt Itzehoher Platz 1 (2),22,,,26037,CONNECTOR.AC.TYPE2.SOCKET
51298,Ladepunkt Friedrichstraße 16 (1),22,,,26038,CONNECTOR.AC.TYPE2.SOCKET
51299,Ladepunkt Friedrichstraße 16 (2),22,,,26038,CONNECTOR.AC.TYPE2.SOCKET
51300,Ladepunkt Knaddenbusch 19 (1),22,,,26039,CONNECTOR.AC.TYPE2.SOCKET
51301,Ladepunkt Knaddenbusch 19 (2),22,,,26039,CONNECTOR.AC.TYPE2.SOCKET
51302,Ladepunkt Jungferstieg 13 (1),22,,,26040,CONNECTOR.AC.TYPE2.SOCKET
51303,Ladepunkt Jungferstieg 13 (2),22,,,26040,CONNECTOR.AC.TYPE2.SOCKET
51304,Ladepunkt Altentreptower Straße 6 (1),22,,,26041,CONNECTOR.AC.TYPE2.SOCKET
51305,Ladepunkt Altentreptower Straße 6 (2),22,,,26041,CONNECTOR.AC.TYPE2.SOCKET
51306,Ladepunkt Neuenkoog 1 (1),22,,,26042,CONNECTOR.AC.TYPE2.SOCKET
51307,Ladepunkt Neuenkoog 1 (2),22,,,26042,CONNECTOR.AC.TYPE2.SOCKET
51308,Ladepunkt Nordseestr.  (1),22,,,26043,CONNECTOR.AC.TYPE2.SOCKET
51309,Ladepunkt Nordseestr.  (2),22,,,26043,CONNECTOR.AC.TYPE2.SOCKET
51310,Ladepunkt Fischereihafen 1 (1),22,,,26044,CONNECTOR.AC.TYPE2.SOCKET
51311,Ladepunkt Fischereihafen 1 (2),22,,,26044,CONNECTOR.AC.TYPE2.SOCKET
51312,Ladepunkt Heider Straße 4 (1),22,,,26045,CONNECTOR.AC.TYPE2.SOCKET
51313,Ladepunkt Heider Straße 4 (2),22,,,26045,CONNECTOR.AC.TYPE2.SOCKET
51314,Ladepunkt Ahornweg 1 (1),22,,,26046,CONNECTOR.AC.TYPE2.SOCKET
51315,Ladepunkt Ahornweg 1 (2),22,,,26046,CONNECTOR.AC.TYPE2.SOCKET
51316,Ladepunkt Bürgermeister-Golz-Platz 2 (1),22,,,26047,CONNECTOR.AC.TYPE2.SOCKET
51317,Ladepunkt Bürgermeister-Golz-Platz 2 (2),22,,,26047,CONNECTOR.AC.TYPE2.SOCKET
51318,Ladepunkt Tholendorf 1 (1),22,,,26048,CONNECTOR.AC.TYPE2.SOCKET
51319,Ladepunkt Tholendorf 1 (2),22,,,26048,CONNECTOR.AC.TYPE2.SOCKET
51320,Ladepunkt Industriestraße 11 (1),22,,,26049,CONNECTOR.AC.TYPE2.SOCKET
51321,Ladepunkt Industriestraße 11 (2),22,,,26049,CONNECTOR.AC.TYPE2.SOCKET
51322,Ladepunkt Querstraße 3 (1),22,,,26050,CONNECTOR.AC.TYPE2.PLUG
51323,Ladepunkt Querstraße 3 (2),50,,,26050,CONNECTOR.DC.CCS.PLUG
51324,Ladepunkt Kirchstraße 1 (1),22,,,26051,CONNECTOR.AC.TYPE2.SOCKET
51325,Ladepunkt Kirchstraße 1 (2),22,,,26051,CONNECTOR.AC.TYPE2.SOCKET
51326,Ladepunkt Am Dobben 14 (1),22,,,26052,CONNECTOR.AC.TYPE2.SOCKET
51327,Ladepunkt Am Dobben 14 (2),22,,,26052,CONNECTOR.AC.TYPE2.SOCKET
51328,Ladepunkt Weserstraße 1 (1),22,,,26053,CONNECTOR.AC.TYPE2.SOCKET
51329,Ladepunkt Weserstraße 1 (2),22,,,26053,CONNECTOR.AC.TYPE2.SOCKET
51330,Ladepunkt Schlossplatz 2 (1),22,,,26054,CONNECTOR.AC.TYPE2.SOCKET
51331,Ladepunkt Schlossplatz 2 (2),22,,,26054,CONNECTOR.AC.TYPE2.SOCKET
51332,Ladepunkt Am Bahnhof 6 (1),22,,,26055,CONNECTOR.AC.TYPE2.SOCKET
51333,Ladepunkt Am Bahnhof 6 (2),22,,,26055,CONNECTOR.AC.TYPE2.SOCKET
51334,Ladepunkt Am Marktplatz 15 (1),22,,,26056,CONNECTOR.AC.TYPE2.SOCKET
51335,Ladepunkt Am Marktplatz 15 (2),22,,,26056,CONNECTOR.AC.TYPE2.SOCKET
51336,Ladepunkt Hinrich-Hanno-Platz 1 (1),22,,,26057,CONNECTOR.AC.TYPE2.SOCKET
51337,Ladepunkt Hinrich-Hanno-Platz 1 (2),22,,,26057,CONNECTOR.AC.TYPE2.SOCKET
51338,Ladepunkt Dr.-Lindemann-Straße bei 12 (1),22,,,26058,CONNECTOR.AC.TYPE2.SOCKET
51339,Ladepunkt Dr.-Lindemann-Straße bei 12 (2),22,,,26058,CONNECTOR.AC.TYPE2.SOCKET
51340,Ladepunkt Ludwig-Ehlers-Straße 6 (1),22,,,26059,CONNECTOR.AC.TYPE2.PLUG
51341,Ladepunkt Ludwig-Ehlers-Straße 6 (2),50,,,26059,CONNECTOR.DC.CCS.PLUG
51342,Ladepunkt Opelstraße 3-5 (1),22,,,26060,CONNECTOR.AC.TYPE2.SOCKET
51343,Ladepunkt Opelstraße 3-5 (2),22,,,26060,CONNECTOR.AC.TYPE2.SOCKET
51344,Ladepunkt Opelstraße 3-5 (1),22,,,26061,CONNECTOR.AC.TYPE2.PLUG
51345,Ladepunkt Opelstraße 3-5 (2),50,,,26061,CONNECTOR.DC.CCS.PLUG
51346,Ladepunkt Stettiner Str. 22 (1),22,,,26062,CONNECTOR.AC.TYPE2.SOCKET
51347,Ladepunkt Stettiner Str. 22 (2),22,,,26062,CONNECTOR.AC.TYPE2.SOCKET
51348,Ladepunkt Rathausplatz 3 (1),22,,,26063,CONNECTOR.AC.TYPE2.SOCKET
51349,Ladepunkt Rathausplatz 3 (2),22,,,26063,CONNECTOR.AC.TYPE2.SOCKET
51350,Ladepunkt Heisterweg 2 (1),22,,,26064,CONNECTOR.AC.TYPE2.SOCKET
51351,Ladepunkt Heisterweg 2 (2),22,,,26064,CONNECTOR.AC.TYPE2.SOCKET
51352,Ladepunkt Schulstraße 20 (1),22,,,26065,CONNECTOR.AC.TYPE2.SOCKET
51353,Ladepunkt Schulstraße 20 (2),22,,,26065,CONNECTOR.AC.TYPE2.SOCKET
51354,Ladepunkt Bahnhofstraße 2 (1),22,,,26066,CONNECTOR.AC.TYPE2.SOCKET
51355,Ladepunkt Bahnhofstraße 2 (2),22,,,26066,CONNECTOR.AC.TYPE2.SOCKET
51356,Ladepunkt Am Lappenberg 2 (1),43,,,26067,CONNECTOR.AC.TYPE2.PLUG
51357,Ladepunkt Am Lappenberg 2 (2),50,,,26067,CONNECTOR.DC.CCS.PLUG
51358,Ladepunkt Rathausstraße 3 (1),43,,,26068,CONNECTOR.AC.TYPE2.PLUG
51359,Ladepunkt Rathausstraße 3 (2),50,,,26068,CONNECTOR.DC.CCS.PLUG
51360,Ladepunkt Rathausstraße 8 (1),43,,,26069,CONNECTOR.AC.TYPE2.PLUG
51361,Ladepunkt Rathausstraße 8 (2),50,,,26069,CONNECTOR.DC.CCS.PLUG
51362,Ladepunkt Morgenstern 1 (1),43,,,26070,CONNECTOR.AC.TYPE2.PLUG
51363,Ladepunkt Morgenstern 1 (2),50,,,26070,CONNECTOR.DC.CCS.PLUG
51364,Ladepunkt Emmerker Straße 4 (1),43,,,26071,CONNECTOR.AC.TYPE2.PLUG
51365,Ladepunkt Emmerker Straße 4 (2),50,,,26071,CONNECTOR.DC.CCS.PLUG
51366,Ladepunkt Bürgermeister-Burgdorf-Straße 8 (1),43,,,26072,CONNECTOR.AC.TYPE2.PLUG
51367,Ladepunkt Bürgermeister-Burgdorf-Straße 8 (2),50,,,26072,CONNECTOR.DC.CCS.PLUG
51368,Ladepunkt Am Thie 1 (1),43,,,26073,CONNECTOR.AC.TYPE2.PLUG
51369,Ladepunkt Am Thie 1 (2),50,,,26073,CONNECTOR.DC.CCS.PLUG
51370,Ladepunkt Jahnstraße 1 (1),43,,,26074,CONNECTOR.AC.TYPE2.PLUG
51371,Ladepunkt Jahnstraße 1 (2),50,,,26074,CONNECTOR.DC.CCS.PLUG
51372,Ladepunkt Leeser Str. 13 (1),22,,,26075,CONNECTOR.AC.TYPE2.PLUG
51373,Ladepunkt Leeser Str. 13 (2),50,,,26075,CONNECTOR.DC.CCS.PLUG
51374,Ladepunkt Carl-Schütte-Straße 12 (1),22,,,26076,CONNECTOR.AC.TYPE2.SOCKET
51375,Ladepunkt Carl-Schütte-Straße 12 (2),22,,,26076,CONNECTOR.AC.TYPE2.SOCKET
51376,Ladepunkt Balkenkamp 1 (1),22,,,26077,CONNECTOR.AC.TYPE2.SOCKET
51377,Ladepunkt Balkenkamp 1 (2),22,,,26077,CONNECTOR.AC.TYPE2.SOCKET
51378,Ladepunkt Hoyaer Straße 27 (1),22,,,26078,CONNECTOR.AC.TYPE2.SOCKET
51379,Ladepunkt Hoyaer Straße 27 (2),22,,,26078,CONNECTOR.AC.TYPE2.SOCKET
51380,Ladepunkt Wilhelmstraße bei 4 (1),22,,,26079,CONNECTOR.AC.TYPE2.SOCKET
51381,Ladepunkt Am Markt 2 (1),22,,,26080,CONNECTOR.AC.TYPE2.SOCKET
51382,Ladepunkt Am Markt 2 (2),22,,,26080,CONNECTOR.AC.TYPE2.SOCKET
51383,Ladepunkt Berliner Straße 26 (1),22,,,26081,CONNECTOR.AC.TYPE2.SOCKET
51384,Ladepunkt Berliner Straße 26 (2),22,,,26081,CONNECTOR.AC.TYPE2.SOCKET
51385,Ladepunkt Berliner Straße 26 (1),22,,,26082,CONNECTOR.AC.TYPE2.SOCKET
51386,Ladepunkt Berliner Straße 26 (2),22,,,26082,CONNECTOR.AC.TYPE2.SOCKET
51387,Ladepunkt Zentralparkplatz 1 (1),43,,,26083,CONNECTOR.AC.TYPE2.PLUG
51388,Ladepunkt Zentralparkplatz 1 (2),50,,,26083,CONNECTOR.DC.CCS.PLUG
51389,Ladepunkt Rensefelder Straße 2 (1),22,,,26084,CONNECTOR.AC.TYPE2.SOCKET
51390,Ladepunkt Zentralparkplatz 1 (1),22,,,26085,CONNECTOR.AC.TYPE2.SOCKET
51391,Ladepunkt Zentralparkplatz 1 (2),22,,,26085,CONNECTOR.AC.TYPE2.SOCKET
51392,Ladepunkt Auguststr. 2 (1),22,,,26086,CONNECTOR.AC.TYPE2.SOCKET
51393,Ladepunkt Auguststr. 2 (2),22,,,26086,CONNECTOR.AC.TYPE2.SOCKET
51394,Ladepunkt Gustav-Friedrich-Meyer-Straße 1 (1),22,,,26087,CONNECTOR.AC.TYPE2.SOCKET
51395,Ladepunkt Gustav-Friedrich-Meyer-Straße 1 (2),22,,,26087,CONNECTOR.AC.TYPE2.SOCKET
51396,Ladepunkt Osterstraße 46 - 50 (1),22,,,26088,CONNECTOR.AC.TYPE2.SOCKET
51397,Ladepunkt Osterstraße 46 - 50 (2),22,,,26088,CONNECTOR.AC.TYPE2.SOCKET
51398,Ladepunkt Mühlenstrasse 6 (1),22,,,26089,CONNECTOR.AC.TYPE2.SOCKET
51399,Ladepunkt Mühlenstrasse 6 (2),22,,,26089,CONNECTOR.AC.TYPE2.SOCKET
51400,Ladepunkt Bahnhofstraße 30 (1),22,,,26090,CONNECTOR.AC.TYPE2.SOCKET
51401,Ladepunkt Bahnhofstraße 30 (2),22,,,26090,CONNECTOR.AC.TYPE2.SOCKET
51402,Ladepunkt Industriestraße 1-3 (1),43,,,26091,CONNECTOR.AC.TYPE2.PLUG
51403,Ladepunkt Industriestraße 1-3 (2),50,,,26091,CONNECTOR.DC.CCS.PLUG
51404,Ladepunkt Theodor-Storm-Str. 4 (1),22,,,26092,CONNECTOR.AC.TYPE2.SOCKET
51405,Ladepunkt Theodor-Storm-Str. 4 (2),22,,,26092,CONNECTOR.AC.TYPE2.SOCKET
51406,Ladepunkt Am Wasserwerk 5 (1),22,,,26093,CONNECTOR.AC.TYPE2.PLUG
51407,Ladepunkt Am Wasserwerk 5 (2),50,,,26093,CONNECTOR.DC.CCS.PLUG
51408,Ladepunkt Waldstraße 14 (1),22,,,26094,CONNECTOR.AC.TYPE2.SOCKET
51409,Ladepunkt Waldstraße 14 (2),22,,,26094,CONNECTOR.AC.TYPE2.SOCKET
51410,Ladepunkt Marktstraße 1 (1),22,,,26095,CONNECTOR.AC.TYPE2.SOCKET
51411,Ladepunkt Marktstraße 1 (2),22,,,26095,CONNECTOR.AC.TYPE2.SOCKET
51412,Ladepunkt Segeberger Straße 9 (1),22,,,26096,CONNECTOR.AC.TYPE2.SOCKET
51413,Ladepunkt Segeberger Straße 9 (2),22,,,26096,CONNECTOR.AC.TYPE2.SOCKET
51414,Ladepunkt Dr. Leber-Straße 19 (1),22,,,26097,CONNECTOR.AC.TYPE2.PLUG
51415,Ladepunkt Dr. Leber-Straße 19 (2),50,,,26097,CONNECTOR.DC.CCS.PLUG
51416,Ladepunkt Bürgermeister-Haupt-Str. bei 2 (1),22,,,26098,CONNECTOR.AC.TYPE2.SOCKET
51417,Ladepunkt Bürgermeister-Haupt-Str. bei 2 (2),22,,,26098,CONNECTOR.AC.TYPE2.SOCKET
51418,Ladepunkt Ernst-Scheel-Straße 27 (1),22,,,26099,CONNECTOR.AC.TYPE2.SOCKET
51419,Ladepunkt Rostocker Straße 67 (1),22,,,26100,CONNECTOR.AC.TYPE2.SOCKET
51420,Ladepunkt Rostocker Straße 67 (2),22,,,26100,CONNECTOR.AC.TYPE2.SOCKET
51421,Ladepunkt Rostocker Straße 67 (1),22,,,26101,CONNECTOR.AC.TYPE2.SOCKET
51422,Ladepunkt Rostocker Straße 67 (2),22,,,26101,CONNECTOR.AC.TYPE2.SOCKET
51423,Ladepunkt Mehlbydiek 23 (1),22,,,26102,CONNECTOR.AC.TYPE2.SOCKET
51424,Ladepunkt Mehlbydiek 23 (2),22,,,26102,CONNECTOR.AC.TYPE2.SOCKET
51425,Ladepunkt Bismarckstraße 67 (1),22,,,26103,CONNECTOR.AC.TYPE2.SOCKET
51426,Ladepunkt Bismarckstraße 67 (2),22,,,26103,CONNECTOR.AC.TYPE2.SOCKET
51427,Ladepunkt Kirchweg 60 (1),22,,,26104,CONNECTOR.AC.TYPE2.PLUG
51428,Ladepunkt Kirchweg 60 (2),50,,,26104,CONNECTOR.DC.CCS.PLUG
51429,Ladepunkt Fröbelweg 1 (1),22,,,26105,CONNECTOR.AC.TYPE2.SOCKET
51430,Ladepunkt Fröbelweg 1 (2),22,,,26105,CONNECTOR.AC.TYPE2.SOCKET
51431,Ladepunkt Burgstraße bei 10 (1),22,,,26106,CONNECTOR.AC.TYPE2.SOCKET
51432,Ladepunkt Burgstraße bei 10 (2),22,,,26106,CONNECTOR.AC.TYPE2.SOCKET
51433,Ladepunkt Alte Braunschweiger Straße 21 (1),22,,,26107,CONNECTOR.AC.TYPE2.SOCKET
51434,Ladepunkt Alte Braunschweiger Straße 21 (2),22,,,26107,CONNECTOR.AC.TYPE2.SOCKET
51435,Ladepunkt Marktstraße 1 (1),22,,,26108,CONNECTOR.AC.TYPE2.SOCKET
51436,Ladepunkt Marktstraße 1 (2),22,,,26108,CONNECTOR.AC.TYPE2.SOCKET
51437,Ladepunkt Holzberg 17 (1),22,,,26109,CONNECTOR.AC.TYPE2.SOCKET
51438,Ladepunkt Holzberg 17 (2),22,,,26109,CONNECTOR.AC.TYPE2.SOCKET
51439,Ladepunkt Im Tölletal 21 (1),22,,,26110,CONNECTOR.AC.TYPE2.SOCKET
51440,Ladepunkt Im Tölletal 21 (2),22,,,26110,CONNECTOR.AC.TYPE2.SOCKET
51441,Ladepunkt Schäferwiese 15 (1),22,,,26111,CONNECTOR.AC.TYPE2.SOCKET
51442,Ladepunkt Schäferwiese 15 (2),22,,,26111,CONNECTOR.AC.TYPE2.SOCKET
51443,Ladepunkt Harzstraße 3 (1),22,,,26112,CONNECTOR.AC.TYPE2.SOCKET
51444,Ladepunkt Harzstraße 3 (2),22,,,26112,CONNECTOR.AC.TYPE2.SOCKET
51445,Ladepunkt Breiteweg 50 (1),22,,,26113,CONNECTOR.AC.TYPE2.SOCKET
51446,Ladepunkt Breiteweg 50 (2),22,,,26113,CONNECTOR.AC.TYPE2.SOCKET
51447,Ladepunkt Markt 13 (1),22,,,26114,CONNECTOR.AC.TYPE2.SOCKET
51448,Ladepunkt Markt 13 (2),22,,,26114,CONNECTOR.AC.TYPE2.SOCKET
51449,Ladepunkt Brunnenbreite 7-9 (1),22,,,26115,CONNECTOR.AC.TYPE2.SOCKET
51450,Ladepunkt Brunnenbreite 7-9 (2),22,,,26115,CONNECTOR.AC.TYPE2.SOCKET
51451,Ladepunkt Samsweger Straße 22 (1),11,,,26116,CONNECTOR.AC.TYPE2.SOCKET
51452,Ladepunkt Samsweger Straße 22 (2),22,,,26116,CONNECTOR.AC.TYPE2.SOCKET
51453,Ladepunkt Marktplatz 1 (1),22,,,26117,CONNECTOR.AC.TYPE2.SOCKET
51454,Ladepunkt Marktplatz 1 (2),22,,,26117,CONNECTOR.AC.TYPE2.SOCKET
51455,Ladepunkt Schulstraße 13 (1),22,,,26118,CONNECTOR.AC.TYPE2.SOCKET
51456,Ladepunkt Schulstraße 13 (2),22,,,26118,CONNECTOR.AC.TYPE2.SOCKET
51457,Ladepunkt Fabrikstraße 1 (1),11,,,26119,CONNECTOR.AC.TYPE2.SOCKET
51458,Ladepunkt Fabrikstraße 1 (2),22,,,26119,CONNECTOR.AC.TYPE2.SOCKET
51459,Ladepunkt Stadtseeallee 1 (1),11,,,26120,CONNECTOR.AC.TYPE2.SOCKET
51460,Ladepunkt Stadtseeallee 1 (2),22,,,26120,CONNECTOR.AC.TYPE2.SOCKET
51461,Ladepunkt Hohenwulscher Bahnhof bei 1 (1),11,,,26121,CONNECTOR.AC.TYPE2.SOCKET
51462,Ladepunkt Hohenwulscher Bahnhof bei 1 (2),22,,,26121,CONNECTOR.AC.TYPE2.SOCKET
51463,Ladepunkt Rudolf-Breitscheid-Str 4 (1),22,,,26122,CONNECTOR.AC.TYPE2.SOCKET
51464,Ladepunkt Rudolf-Breitscheid-Str 4 (2),22,,,26122,CONNECTOR.AC.TYPE2.SOCKET
51465,Ladepunkt Boltensternstraße 353 (1),43,,,26123,CONNECTOR.AC.TYPE2.PLUG
51466,Ladepunkt Boltensternstraße 353 (2),50,,,26123,CONNECTOR.DC.CCS.PLUG
51467,Ladepunkt Boltensternstraße 353 (1),43,,,26124,CONNECTOR.AC.TYPE2.PLUG
51468,Ladepunkt Boltensternstraße 353 (2),50,,,26124,CONNECTOR.DC.CCS.PLUG
51469,Ladepunkt Höninger Weg 12 (1),22,,,26125,CONNECTOR.AC.TYPE2.PLUG
51470,Ladepunkt Höninger Weg 12 (2),50,,,26125,CONNECTOR.DC.CCS.PLUG
51471,Ladepunkt Am Kirchberg bei 1 (1),11,,,26126,CONNECTOR.AC.TYPE2.SOCKET
51472,Ladepunkt Am Kirchberg bei 1 (2),22,,,26126,CONNECTOR.AC.TYPE2.SOCKET
51473,Ladepunkt Am Mühlweg bei 2 (1),11,,,26127,CONNECTOR.AC.TYPE2.SOCKET
51474,Ladepunkt Am Mühlweg bei 2 (2),22,,,26127,CONNECTOR.AC.TYPE2.SOCKET
51475,Ladepunkt Bayernstraße 14 (1),22,,,26128,CONNECTOR.AC.TYPE2.SOCKET
51476,Ladepunkt Bayernstraße 14 (2),22,,,26128,CONNECTOR.AC.TYPE2.SOCKET
51477,Ladepunkt Am Bahnhof 6 (1),22,,,26129,CONNECTOR.AC.TYPE2.SOCKET
51478,Ladepunkt Am Bahnhof 6 (2),22,,,26129,CONNECTOR.AC.TYPE2.SOCKET
51479,Ladepunkt Hauptstr. ggü 20 (1),22,,,26130,CONNECTOR.AC.TYPE2.SOCKET
51480,Ladepunkt Hauptstr. ggü 20 (2),22,,,26130,CONNECTOR.AC.TYPE2.SOCKET
51481,Ladepunkt Mühlstraße 4 (1),22,,,26131,CONNECTOR.AC.TYPE2.PLUG
51482,Ladepunkt Mühlstraße 4 (2),50,,,26131,CONNECTOR.DC.CCS.PLUG
51483,Ladepunkt Bertha von Suttner Straße 1 (1),22,,,26132,CONNECTOR.AC.TYPE2.SOCKET
51484,Ladepunkt Bertha von Suttner Straße 1 (2),22,,,26132,CONNECTOR.AC.TYPE2.SOCKET
51485,Ladepunkt Tristanstraße 12 (1),11,,,26133,CONNECTOR.AC.TYPE2.SOCKET
51486,Ladepunkt Tristanstraße 12 (2),22,,,26133,CONNECTOR.AC.TYPE2.SOCKET
51487,Ladepunkt Landsberger Straße 41 (1),11,,,26134,CONNECTOR.AC.TYPE2.SOCKET
51488,Ladepunkt Landsberger Straße 41 (2),22,,,26134,CONNECTOR.AC.TYPE2.SOCKET
51489,Ladepunkt Bertha-von-Suttner-Straße 2 (1),11,,,26135,CONNECTOR.AC.TYPE2.SOCKET
51490,Ladepunkt Bertha-von-Suttner-Straße 2 (2),22,,,26135,CONNECTOR.AC.TYPE2.SOCKET
51491,Ladepunkt Nepomukweg  (1),22,,,26136,CONNECTOR.AC.TYPE2.SOCKET
51492,Ladepunkt Nepomukweg  (2),11,,,26136,CONNECTOR.AC.TYPE2.SOCKET
51493,Ladepunkt Nepomukweg 19 (1),11,,,26137,CONNECTOR.AC.TYPE2.SOCKET
51494,Ladepunkt Nepomukweg 19 (2),22,,,26137,CONNECTOR.AC.TYPE2.SOCKET
51495,Ladepunkt Hammerschmiedweg 3 (1),22,,,26138,CONNECTOR.AC.TYPE2.SOCKET
51496,Ladepunkt Hammerschmiedweg 3 (2),22,,,26138,CONNECTOR.AC.TYPE2.SOCKET
51497,Ladepunkt Sudentenstraße 29-43 (1),22,,,26139,CONNECTOR.AC.TYPE2.SOCKET
51498,Ladepunkt Sudentenstraße 29-43 (2),22,,,26139,CONNECTOR.AC.TYPE2.SOCKET
51499,Ladepunkt Sudetenstrasse 29-43 (1),11,,,26140,CONNECTOR.AC.TYPE2.SOCKET
51500,Ladepunkt Sudetenstrasse 29-43 (2),22,,,26140,CONNECTOR.AC.TYPE2.SOCKET
