location_id,city,open_soon,postal_code,longitude,latitude,station_id,kw,charger_type,bundesland
echingsupercharger,Eching,0,85386 ,11.6345770000,48.3065140000,echingsupercharger,250,super,Bayern
echingsupercharger,Eching,0,85386 ,11.6345770000,48.3065140000,echingsupercharger,250,super,Bayern
echingsupercharger,Eching,0,85386 ,11.6345770000,48.3065140000,echingsupercharger,250,super,Bayern
echingsupercharger,Eching,0,85386 ,11.6345770000,48.3065140000,echingsupercharger,250,super,Bayern
echingsupercharger,Eching,0,85386 ,11.6345770000,48.3065140000,echingsupercharger,250,super,Bayern
90780,Ellwangen (Jagst),0,73479,10.1736990000,48.9591850000,90780,250,super,Baden-Württemberg
90780,Ellwangen (Jagst),0,73479,10.1736990000,48.9591850000,90780,250,super,Baden-Württemberg
90780,Ellwangen (Jagst),0,73479,10.1736990000,48.9591850000,90780,250,super,Baden-Württemberg
90780,Ellwangen (Jagst),0,73479,10.1736990000,48.9591850000,90780,250,super,Baden-Württemberg
90780,Ellwangen (Jagst),0,73479,10.1736990000,48.9591850000,90780,250,super,Baden-Württemberg
90780,Ellwangen (Jagst),0,73479,10.1736990000,48.9591850000,90780,250,super,Baden-Württemberg
90780,Ellwangen (Jagst),0,73479,10.1736990000,48.9591850000,90780,250,super,Baden-Württemberg
90780,Ellwangen (Jagst),0,73479,10.1736990000,48.9591850000,90780,250,super,Baden-Württemberg
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,150,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,150,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,150,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,150,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,150,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,150,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,150,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,150,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,150,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,150,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,150,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,150,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,250,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,250,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,250,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,250,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,250,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,250,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,250,super,Niedersachsen
emsburensupercharger,Emsbüren,0,48488,7.2642150000,52.3592410000,emsburensupercharger,250,super,Niedersachsen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,150,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,150,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,150,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,150,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,150,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,150,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,150,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,150,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erftstadtsupercharger,Erftstadt,0,50374,6.7800470000,50.7963770000,erftstadtsupercharger,250,super,Nordrhein-Westfalen
erhartingsupercharger,Erharting,0,84513,12.5547400000,48.2825870000,erhartingsupercharger,250,super,Bayern
erhartingsupercharger,Erharting,0,84513,12.5547400000,48.2825870000,erhartingsupercharger,250,super,Bayern
erhartingsupercharger,Erharting,0,84513,12.5547400000,48.2825870000,erhartingsupercharger,250,super,Bayern
erhartingsupercharger,Erharting,0,84513,12.5547400000,48.2825870000,erhartingsupercharger,250,super,Bayern
erhartingsupercharger,Erharting,0,84513,12.5547400000,48.2825870000,erhartingsupercharger,250,super,Bayern
erhartingsupercharger,Erharting,0,84513,12.5547400000,48.2825870000,erhartingsupercharger,250,super,Bayern
erhartingsupercharger,Erharting,0,84513,12.5547400000,48.2825870000,erhartingsupercharger,250,super,Bayern
erhartingsupercharger,Erharting,0,84513,12.5547400000,48.2825870000,erhartingsupercharger,250,super,Bayern
erhartingsupercharger,Erharting,0,84513,12.5547400000,48.2825870000,erhartingsupercharger,250,super,Bayern
erhartingsupercharger,Erharting,0,84513,12.5547400000,48.2825870000,erhartingsupercharger,250,super,Bayern
erhartingsupercharger,Erharting,0,84513,12.5547400000,48.2825870000,erhartingsupercharger,250,super,Bayern
erhartingsupercharger,Erharting,0,84513,12.5547400000,48.2825870000,erhartingsupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
erlangensupercharger,Erlangen,0,91058 ,11.0287200000,49.5441210000,erlangensupercharger,250,super,Bayern
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
eschbornsupercharger,Eschborn,0,65760,8.5610380000,50.1336410000,eschbornsupercharger,250,super,Hessen
feuchtsupercharger,Feucht,0,90537,11.2072730000,49.3650190000,feuchtsupercharger,250,super,Bayern
feuchtsupercharger,Feucht,0,90537,11.2072730000,49.3650190000,feuchtsupercharger,250,super,Bayern
feuchtsupercharger,Feucht,0,90537,11.2072730000,49.3650190000,feuchtsupercharger,250,super,Bayern
feuchtsupercharger,Feucht,0,90537,11.2072730000,49.3650190000,feuchtsupercharger,250,super,Bayern
feuchtsupercharger,Feucht,0,90537,11.2072730000,49.3650190000,feuchtsupercharger,250,super,Bayern
feuchtsupercharger,Feucht,0,90537,11.2072730000,49.3650190000,feuchtsupercharger,250,super,Bayern
feuchtsupercharger,Feucht,0,90537,11.2072730000,49.3650190000,feuchtsupercharger,250,super,Bayern
feuchtsupercharger,Feucht,0,90537,11.2072730000,49.3650190000,feuchtsupercharger,250,super,Bayern
feuchtsupercharger,Feucht,0,90537,11.2072730000,49.3650190000,feuchtsupercharger,250,super,Bayern
feuchtsupercharger,Feucht,0,90537,11.2072730000,49.3650190000,feuchtsupercharger,250,super,Bayern
feuchtsupercharger,Feucht,0,90537,11.2072730000,49.3650190000,feuchtsupercharger,250,super,Bayern
feuchtsupercharger,Feucht,0,90537,11.2072730000,49.3650190000,feuchtsupercharger,250,super,Bayern
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
Frechendesupercharger,Frechen,0,50226,6.8331900000,50.9179240000,Frechendesupercharger,250,super,Nordrhein-Westfalen
geiselwindsupercharger,Geiselwind,0,96160,10.4704600000,49.7691480000,geiselwindsupercharger,150,super,Bayern
geiselwindsupercharger,Geiselwind,0,96160,10.4704600000,49.7691480000,geiselwindsupercharger,150,super,Bayern
geiselwindsupercharger,Geiselwind,0,96160,10.4704600000,49.7691480000,geiselwindsupercharger,150,super,Bayern
geiselwindsupercharger,Geiselwind,0,96160,10.4704600000,49.7691480000,geiselwindsupercharger,150,super,Bayern
geiselwindsupercharger,Geiselwind,0,96160,10.4704600000,49.7691480000,geiselwindsupercharger,150,super,Bayern
geiselwindsupercharger,Geiselwind,0,96160,10.4704600000,49.7691480000,geiselwindsupercharger,150,super,Bayern
Gelnhausendesupercharger,Gelnhausen Weg,0,63571,9.1861740000,50.1886220000,Gelnhausendesupercharger,250,super,Hessen
Gelnhausendesupercharger,Gelnhausen Weg,0,63571,9.1861740000,50.1886220000,Gelnhausendesupercharger,250,super,Hessen
Gelnhausendesupercharger,Gelnhausen Weg,0,63571,9.1861740000,50.1886220000,Gelnhausendesupercharger,250,super,Hessen
Gelnhausendesupercharger,Gelnhausen Weg,0,63571,9.1861740000,50.1886220000,Gelnhausendesupercharger,250,super,Hessen
Gelnhausendesupercharger,Gelnhausen Weg,0,63571,9.1861740000,50.1886220000,Gelnhausendesupercharger,250,super,Hessen
Gelnhausendesupercharger,Gelnhausen Weg,0,63571,9.1861740000,50.1886220000,Gelnhausendesupercharger,250,super,Hessen
Gelnhausendesupercharger,Gelnhausen Weg,0,63571,9.1861740000,50.1886220000,Gelnhausendesupercharger,250,super,Hessen
Gelnhausendesupercharger,Gelnhausen Weg,0,63571,9.1861740000,50.1886220000,Gelnhausendesupercharger,250,super,Hessen
Gelnhausendesupercharger,Gelnhausen Weg,0,63571,9.1861740000,50.1886220000,Gelnhausendesupercharger,250,super,Hessen
Gelnhausendesupercharger,Gelnhausen Weg,0,63571,9.1861740000,50.1886220000,Gelnhausendesupercharger,250,super,Hessen
Gelnhausendesupercharger,Gelnhausen Weg,0,63571,9.1861740000,50.1886220000,Gelnhausendesupercharger,250,super,Hessen
gensingensupercharger,Gensingen,0,55457,7.9295730000,49.9022770000,gensingensupercharger,150,super,Rheinland-Pfalz
gensingensupercharger,Gensingen,0,55457,7.9295730000,49.9022770000,gensingensupercharger,150,super,Rheinland-Pfalz
gensingensupercharger,Gensingen,0,55457,7.9295730000,49.9022770000,gensingensupercharger,150,super,Rheinland-Pfalz
gensingensupercharger,Gensingen,0,55457,7.9295730000,49.9022770000,gensingensupercharger,150,super,Rheinland-Pfalz
gensingensupercharger,Gensingen,0,55457,7.9295730000,49.9022770000,gensingensupercharger,150,super,Rheinland-Pfalz
gensingensupercharger,Gensingen,0,55457,7.9295730000,49.9022770000,gensingensupercharger,150,super,Rheinland-Pfalz
gensingensupercharger,Gensingen,0,55457,7.9295730000,49.9022770000,gensingensupercharger,150,super,Rheinland-Pfalz
gensingensupercharger,Gensingen,0,55457,7.9295730000,49.9022770000,gensingensupercharger,150,super,Rheinland-Pfalz
gensingensupercharger,Gensingen,0,55457,7.9295730000,49.9022770000,gensingensupercharger,150,super,Rheinland-Pfalz
gensingensupercharger,Gensingen,0,55457,7.9295730000,49.9022770000,gensingensupercharger,150,super,Rheinland-Pfalz
