location_id,city,open_soon,postal_code,longitude,latitude,station_id,kw,charger_type,bundesland
dc18325,Friedrichshafen,0,88045,9.4414410000,47.6756780000,dc18325,17,destination,Baden-Württemberg
dc18325,Friedrichshafen,0,88045,9.4414410000,47.6756780000,dc18325,17,destination,Baden-Württemberg
dc12877,Bad Elster,0,8645,12.2395300000,50.2852690000,dc12877,22,destination,Sachsen
dc12877,Bad Elster,0,8645,12.2395300000,50.2852690000,dc12877,22,destination,Sachsen
dc19930,Tübingen,0,72072,9.0598370000,48.5099970000,dc19930,11,destination,Baden-Württemberg
dc19930,Tübingen,0,72072,9.0598370000,48.5099970000,dc19930,11,destination,Baden-Württemberg
dc56973,Stemmen,0,27389,9.5528470000,53.2220270000,dc56973,11,destination,Niedersachsen
dc37331,Adenau,0,53518,6.9226500000,50.3813630000,dc37331,17,destination,Rheinland-Pfalz
dc37331,Adenau,0,53518,6.9226500000,50.3813630000,dc37331,17,destination,Rheinland-Pfalz
dc15252,Rotenburg (Wümme),0,27356,9.3953910000,53.1049870000,dc15252,22,destination,Niedersachsen
dc16538,Saarbrucken,0,66111,6.9998670000,49.2316570000,dc16538,22,destination,Saarland
dc16538,Saarbrucken,0,66111,6.9998670000,49.2316570000,dc16538,22,destination,Saarland
dc56819,Regensburg,0,93047,12.1074070000,49.0139870000,dc56819,14,destination,Bayern
dc56819,Regensburg,0,93047,12.1074070000,49.0139870000,dc56819,14,destination,Bayern
dc15987,Rheine,0,48431,7.4398340000,52.2798230000,dc15987,17,destination,Nordrhein-Westfalen
dc15987,Rheine,0,48431,7.4398340000,52.2798230000,dc15987,17,destination,Nordrhein-Westfalen
dc17504,Schneizlreuth,0,83458,12.7841930000,47.7118250000,dc17504,17,destination,Bayern
dc37133,Berlin,0,10117,13.3883020000,52.5214600000,dc37133,17,destination,Berlin
dc37133,Berlin,0,10117,13.3883020000,52.5214600000,dc37133,17,destination,Berlin
dc16920,Arnsberg,0,59821,8.0645670000,51.4009020000,dc16920,22,destination,Nordrhein-Westfalen
dc21226,München,0,81675,11.6013340000,48.1400560000,dc21226,14,destination,Bayern
dc21226,München,0,81675,11.6013340000,48.1400560000,dc21226,14,destination,Bayern
dc25026,Hinte,0,26759,7.1985920000,53.4104880000,dc25026,22,destination,Niedersachsen
dc53174,Eching,0,85386,11.6252730000,48.2989410000,dc53174,11,destination,Bayern
dc53174,Eching,0,85386,11.6252730000,48.2989410000,dc53174,11,destination,Bayern
dc53174,Eching,0,85386,11.6252730000,48.2989410000,dc53174,11,destination,Bayern
dc26671,Schwendi,0,88477,9.9754070000,48.1762240000,dc26671,11,destination,Baden-Württemberg
dc16657,Oberstdorf,0,87561,10.2541610000,47.4100290000,dc16657,11,destination,Bayern
dc16657,Oberstdorf,0,87561,10.2541610000,47.4100290000,dc16657,11,destination,Bayern
dc35251,Pirna,0,1796,13.9424870000,50.9625320000,dc35251,11,destination,Sachsen
dc34927,Meppen,0,49716,7.2944800000,52.6967310000,dc34927,22,destination,Niedersachsen
dc34927,Meppen,0,49716,7.2944800000,52.6967310000,dc34927,22,destination,Niedersachsen
dc20034,Dresden,0,1069,13.7352850000,51.0425640000,dc20034,22,destination,Sachsen
dc59591,Rothenburg ob der Tauber,0,91541,10.1856140000,49.3798470000,dc59591,11,destination,Bayern
dc59591,Rothenburg ob der Tauber,0,91541,10.1856140000,49.3798470000,dc59591,11,destination,Bayern
dc70916,Ravensburg,0,88214,9.6078590000,47.7802400000,dc70916,14,destination,Baden-Württemberg
dc81518,Wuerzburg,0,97070,9.9303370000,49.7904790000,dc81518,22,destination,Bayern
dc25260,Garmisch-Partenkirchen,0,82467,11.1007920000,47.4921760000,dc25260,11,destination,Bayern
dc25260,Garmisch-Partenkirchen,0,82467,11.1007920000,47.4921760000,dc25260,11,destination,Bayern
dc70915,Feldafing,0,82340,11.3013180000,47.9528070000,dc70915,22,destination,Bayern
dc70915,Feldafing,0,82340,11.3013180000,47.9528070000,dc70915,22,destination,Bayern
dc60813,Saarbruecken,0,66129,7.0387210000,49.1886600000,dc60813,22,destination,Saarland
dc38207,Ringsheim,0,77975,7.7804900000,48.2444650000,dc38207,22,destination,Baden-Württemberg
dc24381,Königsfeld,0,78126,8.4147610000,48.1395520000,dc24381,11,destination,Baden-Württemberg
dc39468,Emsdetten,0,48282,7.5314800000,52.1782080000,dc39468,11,destination,Nordrhein-Westfalen
dc39468,Emsdetten,0,48282,7.5314800000,52.1782080000,dc39468,11,destination,Nordrhein-Westfalen
dc74833,Braeunlingen,0,78199,8.4469230000,47.9300060000,dc74833,22,destination,Baden-Württemberg
dc74833,Braeunlingen,0,78199,8.4469230000,47.9300060000,dc74833,22,destination,Baden-Württemberg
dc38613,Gersfeld,0,36129,9.9470330000,50.4993610000,dc38613,11,destination,Hessen
dc38572,Ruesselsheim,0,65428,8.4452820000,49.9823870000,dc38572,11,destination,Hessen
dc16197,Nonnenhorn,0,88149,9.6112880000,47.5755060000,dc16197,22,destination,Bayern
dc18292,Bad Saeckingen,0,79713,7.9843270000,47.5614200000,dc18292,22,destination,Baden-Württemberg
dc11692,Dipperz,0,36160,9.8145520000,50.5177760000,dc11692,14,destination,Hessen
dc13345,Bispingen,0,29646,9.9976100000,53.0821320000,dc13345,11,destination,Niedersachsen
dc19019,Karlsruhe,0,76133,8.3863150000,49.0095560000,dc19019,22,destination,Baden-Württemberg
dc19019,Karlsruhe,0,76133,8.3863150000,49.0095560000,dc19019,22,destination,Baden-Württemberg
dc13792,Feldberg,0,79868,8.1091890000,47.8563580000,dc13792,4,destination,Baden-Württemberg
dc13792,Feldberg,0,79868,8.1091890000,47.8563580000,dc13792,4,destination,Baden-Württemberg
dc19505,"Benz, Ortsteil Gamehl",0,23970,11.6171040000,53.9181080000,dc19505,11,destination,Mecklenburg-Vorpommern
dc19505,"Benz, Ortsteil Gamehl",0,23970,11.6171040000,53.9181080000,dc19505,11,destination,Mecklenburg-Vorpommern
dc76052,Brakel-Gehrden,0,33034,9.1185360000,51.6534180000,dc76052,22,destination,Nordrhein-Westfalen
dc76052,Brakel-Gehrden,0,33034,9.1185360000,51.6534180000,dc76052,22,destination,Nordrhein-Westfalen
dc17972,Glowe,0,18551,13.6279230000,54.5772910000,dc17972,22,destination,Mecklenburg-Vorpommern
dc40635,Fuessen,0,87629,10.7001150000,47.5699040000,dc40635,22,destination,Bayern
dc40635,Fuessen,0,87629,10.7001150000,47.5699040000,dc40635,22,destination,Bayern
dc13151,Wernigerode,0,38855,10.7872050000,51.8310820000,dc13151,22,destination,Sachsen-Anhalt
dc15669,Ansbach,0,91522,10.5734740000,49.3032460000,dc15669,22,destination,Bayern
dc19607,Karlsfeld,0,85757,11.4711620000,48.2222820000,dc19607,17,destination,Bayern
dc19607,Karlsfeld,0,85757,11.4711620000,48.2222820000,dc19607,17,destination,Bayern
dc34777,Haltern am See,0,45721,7.2229790000,51.7396820000,dc34777,17,destination,Nordrhein-Westfalen
dc34777,Haltern am See,0,45721,7.2229790000,51.7396820000,dc34777,17,destination,Nordrhein-Westfalen
dc9990,München,0,80335,11.5575920000,48.1394870000,dc9990,14,destination,Bayern
dc9990,München,0,80335,11.5575920000,48.1394870000,dc9990,14,destination,Bayern
dc37868,Landau in der Pfalz,0,76829,8.1368509000,49.1925091000,dc37868,14,destination,Rheinland-Pfalz
dc37868,Landau in der Pfalz,0,76829,8.1368509000,49.1925091000,dc37868,14,destination,Rheinland-Pfalz
dc12647,Fuessen,0,87629,10.7103360000,47.5796020000,dc12647,11,destination,Bayern
dc30595,Velen,0,46342,6.9845120000,51.8928400000,dc30595,22,destination,Nordrhein-Westfalen
dc30595,Velen,0,46342,6.9845120000,51.8928400000,dc30595,22,destination,Nordrhein-Westfalen
dc25850,Bad Aibling,0,83043,12.0221950000,47.8533850000,dc25850,22,destination,Bayern
dc25850,Bad Aibling,0,83043,12.0221950000,47.8533850000,dc25850,22,destination,Bayern
dc12309,Düsseldorf,0,40215,6.7858370000,51.2183260000,dc12309,22,destination,Nordrhein-Westfalen
dc12309,Düsseldorf,0,40215,6.7858370000,51.2183260000,dc12309,22,destination,Nordrhein-Westfalen
dc46904,Garmisch-Partenkirchen,0,82467,11.0835252000,47.4900114000,dc46904,11,destination,Bayern
dc11119,Dresden,0,1067,13.7353930000,51.0522230000,dc11119,11,destination,Sachsen
dc11119,Dresden,0,1067,13.7353930000,51.0522230000,dc11119,11,destination,Sachsen
dc38206,Hinterzarten,0,79856,8.1055290000,47.8999910000,dc38206,22,destination,Baden-Württemberg
dc37871,Perl-Nennig,0,66706,6.3771930000,49.5400500000,dc37871,11,destination,Saarland
dc37871,Perl-Nennig,0,66706,6.3771930000,49.5400500000,dc37871,11,destination,Saarland
dc74677,Hamburg,0,22397,10.0913600000,53.6732860000,dc74677,22,destination,Unknown
dc74677,Hamburg,0,22397,10.0913600000,53.6732860000,dc74677,22,destination,Unknown
dc74668,Koeln,0,51069,7.0686640000,50.9803550000,dc74668,11,destination,Nordrhein-Westfalen
dc58171,Reit im Winkl,0,83242,12.4706079000,47.6780081000,dc58171,11,destination,Bayern
dc58171,Reit im Winkl,0,83242,12.4706079000,47.6780081000,dc58171,11,destination,Bayern
dc18502,Hovelhof,0,33161,8.6612230000,51.8233660000,dc18502,11,destination,Nordrhein-Westfalen
dc18502,Hovelhof,0,33161,8.6612230000,51.8233660000,dc18502,11,destination,Nordrhein-Westfalen
dc12952,Starnberg,0,82319,11.3501560000,48.0016590000,dc12952,22,destination,Bayern
dc12952,Starnberg,0,82319,11.3501560000,48.0016590000,dc12952,22,destination,Bayern
dc15528,Loerrach,0,79539,7.6680410000,47.6118560000,dc15528,11,destination,Baden-Württemberg
dc15528,Loerrach,0,79539,7.6680410000,47.6118560000,dc15528,11,destination,Baden-Württemberg
dc29509,Sasbach,0,77880,8.1134170000,48.6379600000,dc29509,22,destination,Baden-Württemberg
dc18217,Rödermark,0,63322,8.8037550000,49.9850650000,dc18217,11,destination,Hessen
dc19882,Goslar,0,38640,10.4310450000,51.9098900000,dc19882,14,destination,Niedersachsen
dc19882,Goslar,0,38640,10.4310450000,51.9098900000,dc19882,14,destination,Niedersachsen
dc16062,Lindau-Bodolz,0,88131,9.6728060000,47.5674060000,dc16062,17,destination,Bayern
dc16062,Lindau-Bodolz,0,88131,9.6728060000,47.5674060000,dc16062,17,destination,Bayern
dc51032,Schlitz,0,36110,9.5598650000,50.6738830000,dc51032,11,destination,Hessen
dc19351,Wittlich,0,54516,6.8885800000,49.9709080000,dc19351,11,destination,Rheinland-Pfalz
dc19351,Wittlich,0,54516,6.8885800000,49.9709080000,dc19351,11,destination,Rheinland-Pfalz
dc58797,Hiddenhausen,0,32120,8.6174320000,52.1726370000,dc58797,17,destination,Nordrhein-Westfalen
dc20651,Schmallenberg,0,57392,8.4434960000,51.1720870000,dc20651,14,destination,Nordrhein-Westfalen
dc62945,Moelln,0,23879,10.7242840000,53.6323420000,dc62945,17,destination,Schleswig-Holstein
dc75647,Aurach,0,91589,10.3391820000,49.2370630000,dc75647,11,destination,Bayern
dc75647,Aurach,0,91589,10.3391820000,49.2370630000,dc75647,11,destination,Bayern
dc37490,Dautphetal,0,35232,8.5422170000,50.8383320000,dc37490,22,destination,Hessen
dc23570,Aschaffenburg,0,63739,9.1430410000,49.9715370000,dc23570,11,destination,Bayern
dc23570,Aschaffenburg,0,63739,9.1430410000,49.9715370000,dc23570,11,destination,Bayern
dc27236,Reit Im Winkl,0,83242,12.5843610000,47.6565540000,dc27236,11,destination,Bayern
dc36148,Hamburg,0,21037,10.1847540000,53.3989240000,dc36148,22,destination,Unknown
dc36148,Hamburg,0,21037,10.1847540000,53.3989240000,dc36148,22,destination,Unknown
dc37744,Waren,0,17192,12.6866840000,53.5167620000,dc37744,11,destination,Mecklenburg-Vorpommern
dc37744,Waren,0,17192,12.6866840000,53.5167620000,dc37744,11,destination,Mecklenburg-Vorpommern
dc16781,Munich,0,81671,11.6372850000,48.1183220000,dc16781,11,destination,Bayern
dc37493,Illertissen,0,89257,10.1122650000,48.2218200000,dc37493,11,destination,Bayern
dc38214,Guestrow,0,18273,15.2464760000,46.8124750000,dc38214,11,destination,Steiermark
dc25170,Herten,0,45699,7.1233810000,51.5940640000,dc25170,11,destination,Nordrhein-Westfalen
dc25170,Herten,0,45699,7.1233810000,51.5940640000,dc25170,11,destination,Nordrhein-Westfalen
dc54591,Nuerburg,0,53520,6.9529300000,50.3418170000,dc54591,22,destination,Rheinland-Pfalz
dc16632,Frankenberg,0,35066,8.8015430000,51.0591400000,dc16632,22,destination,Hessen
dc15841,Woerthsee,0,82237,11.1983620000,48.0631180000,dc15841,14,destination,Bayern
dc13540,Baesweiler,0,52499,6.1789280000,50.9105000000,dc13540,22,destination,Nordrhein-Westfalen
dc35239,Reken,0,48734,7.0233475000,51.8046836000,dc35239,22,destination,Nordrhein-Westfalen
dc30011,Freiburg,0,79106,7.8417400000,48.0031360000,dc30011,22,destination,Baden-Württemberg
dc30011,Freiburg,0,79106,7.8417400000,48.0031360000,dc30011,22,destination,Baden-Württemberg
dc37574,Ratzeburg,0,23909,10.7644790000,53.6990190000,dc37574,22,destination,Schleswig-Holstein
dc60565,Delbrueck,0,33129,8.4941380000,51.7870920000,dc60565,22,destination,Nordrhein-Westfalen
dc40638,Heppenheim,0,64646,8.6449380000,49.6413600000,dc40638,11,destination,Hessen
dc40638,Heppenheim,0,64646,8.6449380000,49.6413600000,dc40638,11,destination,Hessen
dc17897,Pirmasens,0,66954,7.5643810000,49.1883440000,dc17897,22,destination,Rheinland-Pfalz
dc17897,Pirmasens,0,66954,7.5643810000,49.1883440000,dc17897,22,destination,Rheinland-Pfalz
dc34027,Senheim-Senhals,0,56820,7.2027824000,50.0864104000,dc34027,11,destination,Rheinland-Pfalz
dc34027,Senheim-Senhals,0,56820,7.2027824000,50.0864104000,dc34027,11,destination,Rheinland-Pfalz
dc58796,Grainet,0,94143,13.6676520000,48.7942970000,dc58796,11,destination,Bayern
dc58796,Grainet,0,94143,13.6676520000,48.7942970000,dc58796,11,destination,Bayern
dc14299,Köln,0,50679,6.9690180000,50.9404030000,dc14299,22,destination,Nordrhein-Westfalen
dc23635,Mainz,0,55116,8.2807120000,49.9968640000,dc23635,11,destination,Rheinland-Pfalz
dc23635,Mainz,0,55116,8.2807120000,49.9968640000,dc23635,11,destination,Rheinland-Pfalz
dc19079,Leipzig,0,4109,12.3767870000,51.3436570000,dc19079,11,destination,Sachsen
dc19079,Leipzig,0,4109,12.3767870000,51.3436570000,dc19079,11,destination,Sachsen
dc35345,Aachen,0,52062,6.0886300000,50.7794960000,dc35345,22,destination,Nordrhein-Westfalen
dc35345,Aachen,0,52062,6.0886300000,50.7794960000,dc35345,22,destination,Nordrhein-Westfalen
dc31577,Aschheim / Dornach,0,85609,11.6823670000,48.1515720000,dc31577,22,destination,Bayern
dc31577,Aschheim / Dornach,0,85609,11.6823670000,48.1515720000,dc31577,22,destination,Bayern
dc31022,Dresden,0,1067,13.7431530000,51.0518480000,dc31022,22,destination,Sachsen
dc31022,Dresden,0,1067,13.7431530000,51.0518480000,dc31022,22,destination,Sachsen
dc30833,Duesseldorf,0,40221,6.7504700000,51.2149120000,dc30833,22,destination,Nordrhein-Westfalen
dc35362,Düsseldorf,0,40547,6.7352840000,51.2424800000,dc35362,22,destination,Nordrhein-Westfalen
dc35362,Düsseldorf,0,40547,6.7352840000,51.2424800000,dc35362,22,destination,Nordrhein-Westfalen
dc30165,Hamburg,0,20097,10.0146880000,53.5455440000,dc30165,22,destination,Unknown
dc11120,Konstanz,0,78467,9.1577970000,47.6739240000,dc11120,11,destination,Baden-Württemberg
dc11120,Konstanz,0,78467,9.1577970000,47.6739240000,dc11120,11,destination,Baden-Württemberg
dc15805,Hilden,0,40724,6.9509960000,51.1705840000,dc15805,22,destination,Nordrhein-Westfalen
dc15248,Bremerhaven,0,27568,8.5692610000,53.5473340000,dc15248,22,destination,Bremen
dc15308,Buedingen,0,63654,9.1080350000,50.2746610000,dc15308,22,destination,Hessen
dc36327,Leipzig,0,4109,12.3706340000,51.3396580000,dc36327,22,destination,Sachsen
dc36327,Leipzig,0,4109,12.3706340000,51.3396580000,dc36327,22,destination,Sachsen
dc31681,Muenchen,0,80807,11.5930350000,48.1770060000,dc31681,22,destination,Bayern
dc31681,Muenchen,0,80807,11.5930350000,48.1770060000,dc31681,22,destination,Bayern
dc27525,Wyk,0,25938,8.5533510000,54.6988080000,dc27525,11,destination,Schleswig-Holstein
dc27525,Wyk,0,25938,8.5533510000,54.6988080000,dc27525,11,destination,Schleswig-Holstein
dc18211,Wuppertal,0,42103,7.1516830000,51.2555610000,dc18211,22,destination,Nordrhein-Westfalen
dc50840,Greifswald,0,17489,13.3886590000,54.0687950000,dc50840,22,destination,Mecklenburg-Vorpommern
dc15631,Gelting,0,24395,9.8788950000,54.7410220000,dc15631,22,destination,Schleswig-Holstein
dc46877,Taufkirchen bei München,0,82024,11.6535176000,48.0422231000,dc46877,11,destination,Bayern
dc37653,Stromberg bei Bingen,0,55442,7.7757750000,49.9430870000,dc37653,22,destination,Rheinland-Pfalz
dc37653,Stromberg bei Bingen,0,55442,7.7757750000,49.9430870000,dc37653,22,destination,Rheinland-Pfalz
dc81532,Hof,0,95032,11.9169100000,50.2855340000,dc81532,11,destination,Bayern
dc81532,Hof,0,95032,11.9169100000,50.2855340000,dc81532,11,destination,Bayern
dc37110,Deidesheim,0,67146,8.1863060000,49.4102840000,dc37110,22,destination,Rheinland-Pfalz
dc56810,Heede,0,26892,7.2487570000,52.9853700000,dc56810,22,destination,Niedersachsen
dc56810,Heede,0,26892,7.2487570000,52.9853700000,dc56810,22,destination,Niedersachsen
dc38196,Burg,0,3096,14.1036710000,51.8491750000,dc38196,22,destination,Brandenburg
dc37111,Deidesheim,0,67146,8.1854940000,49.4079410000,dc37111,22,destination,Rheinland-Pfalz
dc36606,Geiselwind,0,96160,10.4625170000,49.7641080000,dc36606,11,destination,Bayern
dc14820,Edenkoben,0,67480,8.1390380000,49.2855620000,dc14820,22,destination,Rheinland-Pfalz
dc14820,Edenkoben,0,67480,8.1390380000,49.2855620000,dc14820,22,destination,Rheinland-Pfalz
dc22491,Oberstaufen,0,87534,10.0196860000,47.5598340000,dc22491,22,destination,Bayern
dc31578,Rotenburg,0,27356,9.2892950000,53.1778880000,dc31578,11,destination,Niedersachsen
dc51023,Koeln,0,50968,6.9628500000,50.9086790000,dc51023,14,destination,Nordrhein-Westfalen
dc51023,Koeln,0,50968,6.9628500000,50.9086790000,dc51023,14,destination,Nordrhein-Westfalen
dc13051,Masserberg,0,98666,10.9687840000,50.5205060000,dc13051,17,destination,Thüringen
dc19372,Bad Fussing,0,94072,13.3117440000,48.3562000000,dc19372,22,destination,Bayern
dc19372,Bad Fussing,0,94072,13.3117440000,48.3562000000,dc19372,22,destination,Bayern
dc12914,Waren,0,17192,12.6971690000,53.5069650000,dc12914,22,destination,Mecklenburg-Vorpommern
dc12914,Waren,0,17192,12.6971690000,53.5069650000,dc12914,22,destination,Mecklenburg-Vorpommern
dc22490,Oberstaufen,0,87534,10.0199670000,47.5463690000,dc22490,22,destination,Bayern
dc43126,Sulingen,0,27232,8.7822870000,52.6733380000,dc43126,22,destination,Niedersachsen
dc43126,Sulingen,0,27232,8.7822870000,52.6733380000,dc43126,22,destination,Niedersachsen
dc58794,Leipzig,0,4158,12.3896050000,51.4016380000,dc58794,22,destination,Sachsen
dc58794,Leipzig,0,4158,12.3896050000,51.4016380000,dc58794,22,destination,Sachsen
dc37677,Luetzkampen,0,54617,6.1460482000,50.1760468000,dc37677,22,destination,Rheinland-Pfalz
dc51037,Schweinfurt,0,97424,10.2368430000,50.0371520000,dc51037,22,destination,Bayern
dc19622,Saarlouis,0,66740,6.7552910000,49.3172620000,dc19622,22,destination,Saarland
dc19622,Saarlouis,0,66740,6.7552910000,49.3172620000,dc19622,22,destination,Saarland
dc29722,Bonn,0,53177,7.1531760000,50.6816180000,dc29722,17,destination,Nordrhein-Westfalen
dc60485,Biedenkopf,0,35216,8.5279920000,50.9083570000,dc60485,22,destination,Hessen
dc27923,Strausberg,0,15344,13.8923700000,52.5961010000,dc27923,11,destination,Brandenburg
dc27923,Strausberg,0,15344,13.8923700000,52.5961010000,dc27923,11,destination,Brandenburg
dc60618,Bad Neuenahr-Ahrweiler,0,53474,7.0649610000,50.5325090000,dc60618,11,destination,Rheinland-Pfalz
dc60618,Bad Neuenahr-Ahrweiler,0,53474,7.0649610000,50.5325090000,dc60618,11,destination,Rheinland-Pfalz
dc605658,Aalen-Unterkochen ,0,73432,10.1428780000,48.8167740000,dc605658,22,destination,Baden-Württemberg
dc39015,Gottmadingen-Bietingen,0,78244,8.7371760000,47.7415890000,dc39015,17,destination,Baden-Württemberg
dc39015,Gottmadingen-Bietingen,0,78244,8.7371760000,47.7415890000,dc39015,17,destination,Baden-Württemberg
dc19990,Markt Nordheim,0,91478,10.2979430000,49.5587350000,dc19990,11,destination,Bayern
dc19990,Markt Nordheim,0,91478,10.2979430000,49.5587350000,dc19990,11,destination,Bayern
dc513857,St. Georgen im Schwarzwald,0,78112,8.3110980000,48.0960190000,dc513857,11,destination,Baden-Württemberg
dc513857,St. Georgen im Schwarzwald,0,78112,8.3110980000,48.0960190000,dc513857,11,destination,Baden-Württemberg
dc27907,Kalkar,0,47546,6.3198380000,51.7067040000,dc27907,22,destination,Nordrhein-Westfalen
dc27907,Kalkar,0,47546,6.3198380000,51.7067040000,dc27907,22,destination,Nordrhein-Westfalen
dc37399,Immenstaad,0,88090,9.3639150000,47.6672490000,dc37399,11,destination,Baden-Württemberg
dc37399,Immenstaad,0,88090,9.3639150000,47.6672490000,dc37399,11,destination,Baden-Württemberg
dc23173,Schluchsee,0,79859,8.1901180000,47.8211350000,dc23173,22,destination,Baden-Württemberg
dc50838,Rothenburg ob der Tauber,0,91541,10.1325630000,49.3382310000,dc50838,11,destination,Bayern
dc53170,Heiligenstadt,0,91332,11.1978540000,49.8412230000,dc53170,22,destination,Bayern
dc24456,Ilsenburg,0,38871,10.6768360000,51.8641530000,dc24456,22,destination,Sachsen-Anhalt
dc24456,Ilsenburg,0,38871,10.6768360000,51.8641530000,dc24456,22,destination,Sachsen-Anhalt
dc16568,Icking,0,82057,11.4375410000,47.9529440000,dc16568,22,destination,Bayern
dc15929,Neunburg vorm Wald,0,92431,12.2625790000,49.3382990000,dc15929,11,destination,Bayern
dc15929,Neunburg vorm Wald,0,92431,12.2625790000,49.3382990000,dc15929,11,destination,Bayern
dc25807,Geiselwind,0,96160,10.4709930000,49.7784680000,dc25807,14,destination,Bayern
dc25807,Geiselwind,0,96160,10.4709930000,49.7784680000,dc25807,14,destination,Bayern
dc13705,Mittelkalbach,0,36148,9.6229380000,50.4094430000,dc13705,22,destination,Hessen
dc75615,Grafenhausen,0,79865,8.2575650000,47.7699950000,dc75615,11,destination,Baden-Württemberg
dc23636,Willingen-Usseln,0,34508,8.6614090000,51.2834810000,dc23636,22,destination,Hessen
dc23636,Willingen-Usseln,0,34508,8.6614090000,51.2834810000,dc23636,22,destination,Hessen
dc588997,Ascheberg,0,59387,7.6180640000,51.7884680000,dc588997,11,destination,Nordrhein-Westfalen
dc588997,Ascheberg,0,59387,7.6180640000,51.7884680000,dc588997,11,destination,Nordrhein-Westfalen
dc37335,Huertgenwald,0,52393,6.3549290000,50.6669280000,dc37335,22,destination,Nordrhein-Westfalen
dc36248,Grafenau,0,94481,13.4246210000,48.8629460000,dc36248,22,destination,Bayern
dc23569,Hoesbach,0,63768,9.2296000000,49.9692800000,dc23569,11,destination,Bayern
dc23569,Hoesbach,0,63768,9.2296000000,49.9692800000,dc23569,11,destination,Bayern
dc58788,Oberreute,0,88179,9.9421550000,47.5623510000,dc58788,11,destination,Bayern
dc25800,Breitenbrunn,0,8359,12.7917460000,50.4798230000,dc25800,11,destination,Sachsen
dc74826,Holzdorf,0,24364,9.9368440000,54.5409700000,dc74826,14,destination,Schleswig-Holstein
dc60203,Neuweiler-Oberkollwangen,0,75389,8.6213100000,48.6759350000,dc60203,11,destination,Baden-Württemberg
dc58785,Thaleischweiler-Froeschen,0,66987,7.5744130000,49.2910900000,dc58785,22,destination,Rheinland-Pfalz
dc58785,Thaleischweiler-Froeschen,0,66987,7.5744130000,49.2910900000,dc58785,22,destination,Rheinland-Pfalz
dc23476,Prüm,0,54595,6.4152080000,50.2014060000,dc23476,22,destination,Rheinland-Pfalz
dc23476,Prüm,0,54595,6.4152080000,50.2014060000,dc23476,22,destination,Rheinland-Pfalz
dc24508,Swisttal,0,53913,6.9182640000,50.7155310000,dc24508,14,destination,Nordrhein-Westfalen
dc24508,Swisttal,0,53913,6.9182640000,50.7155310000,dc24508,14,destination,Nordrhein-Westfalen
dc62696,Euskirchen - Flamersheim,0,53881,6.8505360000,50.6221700000,dc62696,11,destination,Nordrhein-Westfalen
dc62696,Euskirchen - Flamersheim,0,53881,6.8505360000,50.6221700000,dc62696,11,destination,Nordrhein-Westfalen
dc28560,Untergriesbach,0,94107,13.6623090000,48.5710010000,dc28560,17,destination,Bayern
dc36369,Heimbach,0,52396,6.4448009000,50.6327952000,dc36369,22,destination,Nordrhein-Westfalen
dc25676,Steinsfeld,0,91628,10.2125110000,49.4399500000,dc25676,11,destination,Bayern
dc25676,Steinsfeld,0,91628,10.2125110000,49.4399500000,dc25676,11,destination,Bayern
dc26754,Hamburg,0,20099,10.0073940000,53.5584740000,dc26754,22,destination,Unknown
dc41272,Leinefelde Worbis,0,37327,10.3322204000,51.3872510000,dc41272,22,destination,Thüringen
dc41272,Leinefelde Worbis,0,37327,10.3322204000,51.3872510000,dc41272,22,destination,Thüringen
dc13152,Leipzig,0,4109,12.3768840000,51.3433860000,dc13152,22,destination,Sachsen
dc533050,Weyhe,0,28844,8.8153270000,52.9943900000,dc533050,22,destination,Niedersachsen
dc533050,Weyhe,0,28844,8.8153270000,52.9943900000,dc533050,22,destination,Niedersachsen
dc36424,Bad Kreuznach,0,55543,7.8823290000,49.8541140000,dc36424,11,destination,Rheinland-Pfalz
dc36424,Bad Kreuznach,0,55543,7.8823290000,49.8541140000,dc36424,11,destination,Rheinland-Pfalz
dc31670,Leverkusen,0,51373,6.9885020000,51.0357170000,dc31670,17,destination,Nordrhein-Westfalen
dc15872,Dipperz,0,36160,9.7909300000,50.5199530000,dc15872,22,destination,Hessen
dc18643,Frankfurt am Main,0,65929,8.5533780000,50.1020580000,dc18643,11,destination,Hessen
dc18643,Frankfurt am Main,0,65929,8.5533780000,50.1020580000,dc18643,11,destination,Hessen
dc25119,Frankfurt am Main,0,60594,8.6953850000,50.1061380000,dc25119,22,destination,Hessen
dc25119,Frankfurt am Main,0,60594,8.6953850000,50.1061380000,dc25119,22,destination,Hessen
dc36771,Hamburg,0,20459,9.9779970000,53.5509990000,dc36771,22,destination,Unknown
dc36771,Hamburg,0,20459,9.9779970000,53.5509990000,dc36771,22,destination,Unknown
dc49228,Oberstaufen,0,87534,10.0180960000,47.5582670000,dc49228,22,destination,Bayern
dc49228,Oberstaufen,0,87534,10.0180960000,47.5582670000,dc49228,22,destination,Bayern
dc25839,Langenau,0,89129,10.1189120000,48.4961750000,dc25839,22,destination,Baden-Württemberg
dc25839,Langenau,0,89129,10.1189120000,48.4961750000,dc25839,22,destination,Baden-Württemberg
dc21945,Giengen,0,89537,10.2281000000,48.6145960000,dc21945,22,destination,Baden-Württemberg
dc21945,Giengen,0,89537,10.2281000000,48.6145960000,dc21945,22,destination,Baden-Württemberg
dc18290,Langenfeld,0,40764,6.9934250000,51.1251290000,dc18290,22,destination,Nordrhein-Westfalen
dc18290,Langenfeld,0,40764,6.9934250000,51.1251290000,dc18290,22,destination,Nordrhein-Westfalen
