station_id,point_id,power,public key,steckertyp,inbetriebnahme
0,1,22.0,,,2020-01-11
0,2,22.0,,AC Steckdose Typ 2,2020-01-11
1,1,22.0,,,2019-01-07
1,2,22.0,,AC Steckdose Typ 2,2019-01-07
2,1,43.0,,,2019-03-19
2,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2019-03-19
3,1,22.0,,,2018-12-21
3,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-21
4,1,300.0,,,2019-03-08
4,2,300.0,,DC Kupplung Combo,2019-03-08
4,1,300.0,,,2019-03-08
4,2,300.0,,DC Kupplung Combo,2019-03-08
4,1,150.0,,,2019-12-18
4,2,22.0,,AC Steckdose Typ 2,2019-12-18
4,1,150.0,,,2018-12-18
4,2,22.0,,AC Steckdose Typ 2,2018-12-18
5,1,22.0,,,2020-11-19
5,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-11-19
6,1,22.0,,,2019-05-18
7,1,22.0,,,2019-10-31
8,1,22.0,,,2020-01-01
9,1,22.0,,,2020-10-01
10,1,22.0,,,2020-10-01
11,1,22.0,,,2020-10-01
12,1,22.0,,,2020-10-01
13,1,22.0,,,2020-10-01
14,1,22.0,,,2020-10-01
15,1,22.0,,,2021-02-24
15,2,11.0,,AC Steckdose Typ 2,2021-02-24
16,1,22.0,,,2018-12-19
16,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-19
17,1,11.0,,,2012-01-01
17,2,11.0,,"AC Steckdose Typ 2, AC Schuko",2012-01-01
18,1,22.0,,,2018-12-19
18,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-19
19,1,22.0,,,2019-04-13
20,1,22.0,,,2019-04-13
21,1,22.0,,,2019-04-13
22,1,22.0,,,2019-05-13
23,1,22.0,,,2020-08-13
24,1,11.0,,,2012-01-01
25,1,22.0,,,2018-09-11
25,2,22.0,,AC Steckdose Typ 2,2018-09-11
26,1,11.0,,,2020-10-29
26,2,22.0,,DC Kupplung Combo,2020-10-29
27,1,22.0,,,2021-01-19
27,2,11.0,,AC Steckdose Typ 2,2021-01-19
28,1,100.0,,,2021-04-22
29,1,22.0,,,2021-05-28
29,2,22.0,,AC Steckdose Typ 2,2021-05-28
30,1,22.0,,,2018-12-19
30,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-19
31,1,22.0,,,2019-12-12
31,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-12-12
32,1,22.0,,,2019-12-12
32,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-12-12
33,1,22.0,,,2019-12-12
33,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-12-12
34,1,22.0,,,2019-12-12
34,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-12-12
35,1,22.0,,,2019-12-12
35,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-12-12
36,1,150.0,,,2021-10-12
36,2,150.0,,DC Kupplung Combo,2021-10-12
36,1,300.0,,,2021-10-12
36,2,300.0,,DC Kupplung Combo,2021-10-12
37,1,50.0,,,2021-01-13
37,2,50.0,,"AC Kupplung Typ 2, DC CHAdeMO",2021-01-13
37,3,22.0,,"AC Steckdose Typ 2, AC Kupplung Typ 2",2021-01-13
38,1,11.0,,,2012-01-01
38,2,11.0,,"AC Steckdose Typ 2, AC Schuko",2012-01-01
39,1,22.0,,,2020-04-27
39,2,22.0,,AC Steckdose Typ 2,2020-04-27
40,1,22.0,,,2020-04-29
40,2,22.0,,AC Steckdose Typ 2,2020-04-29
41,1,22.0,,,2020-04-27
41,2,22.0,,AC Steckdose Typ 2,2020-04-27
42,1,22.0,,,2020-08-11
42,2,22.0,,AC Steckdose Typ 2,2020-08-11
43,1,22.0,,,2020-04-29
43,2,22.0,,AC Steckdose Typ 2,2020-04-29
44,1,22.0,,,2019-09-19
44,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-09-19
45,1,22.0,,,2019-05-26
46,1,22.0,,,2019-03-18
46,2,22.0,,AC Steckdose Typ 2,2019-03-18
47,1,22.0,,,2019-10-31
48,1,22.0,,,2019-08-23
49,1,22.0,,,2019-02-15
49,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-02-15
50,1,22.0,,,2017-09-25
50,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2017-09-25
51,1,22.0,,,2018-01-31
52,1,300.0,,,2019-12-17
52,2,300.0,,DC Kupplung Combo,2019-12-17
52,1,300.0,,,2019-12-17
52,2,300.0,,DC Kupplung Combo,2019-12-17
53,1,22.0,,,2021-09-30
53,2,22.0,,AC Steckdose Typ 2,2021-09-30
54,1,22.0,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0486 5CD1 B753 2C39 E6CC 6C39 6EED 5B79 FDAC 09B4 9185 3E0A FF90 DA90 24A8 EADF 047D FE8B B6C1 95CB 87AD 0FAB 6944 97CB 5101 7AC0 674B FB20 4246 6A61 D81A 0364 1A,,2019-10-01
54,2,22.0,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04F8 8E88 ABEA 3266 6558 6DEC 2775 1539 7BD3 BBB3 3F42 627E 5135 7C7D C997 6950 890B 34C2 4E99 B255 836F 7DA2 622A 3A24 E956 FA5B 5DEB 5309 FF42 BD62 FF22 D7AA DB,AC Steckdose Typ 2,2019-10-01
55,1,22.0,,,2018-08-14
55,2,22.0,,AC Steckdose Typ 2,2018-08-14
56,1,43.0,,,2018-02-22
56,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2018-02-22
57,1,22.0,,,2019-06-01
58,1,22.0,,,2019-06-01
59,1,22.0,,,2018-01-31
60,1,22.0,,,2020-11-01
61,1,22.0,,,2018-12-28
61,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-28
62,1,22.0,,,2018-05-17
62,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-05-17
63,1,22.0,,,2018-12-19
63,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-19
64,1,22.0,,,2018-12-19
64,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-19
65,1,43.0,,,2019-02-27
65,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2019-02-27
66,1,22.0,,,2016-10-01
66,2,22.0,,AC Steckdose Typ 2,2016-10-01
67,1,43.0,,,2016-09-16
67,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2016-09-16
68,1,22.0,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04E5 72C3 DD28 C6D0 FBA1 F999 6583 D63A 10ED 049F 3B73 1DDD 56A3 309D 3051 E449 507E BE21 01EE 8DB8 D411 7A8B 94AE F5F5 7FFC 8D1F 43BB DCAA CE85 2DCF 9084 D38C 95,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04BB 0929 D37B 4A00 3C41 11B0 0962 047D 2FE3 7576 9821 B9D7 70BE 3292 D5F8 7E95 ECC1 7496 C66D 4EBD 5B9F CE05 894B 534F 2C02 B845 CCBA 076A D4E4 E412 999C CAA2 DA,2021-04-29
68,2,22.0,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0422 4579 29FE D4D7 4E3A 15B4 9C58 C343 0CFB 870B 2C25 4324 B19A 9F75 38D0 94E1 62C1 FF4C F9EA CE6C FE34 D8FB 7AE5 8EC2 169D 040A D85B B5A9 B1F2 1FE8 0804 BF28 4C,AC Steckdose Typ 2,2021-04-29
68,3,22.0,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04BB 77A2 BBA9 1DB0 7C96 E451 F722 C692 71BF F057 EC69 0647 7B40 1673 AFC8 A82C 3A2E 80E6 FE1E FCE9 64A7 4038 9449 AE00 421E EFA8 0E7A 7219 E2AB A7BF 8D38 6D21 1C,AC Steckdose Typ 2,2021-04-29
68,4,22.0,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04BB 0929 D37B 4A00 3C41 11B0 0962 047D 2FE3 7576 9821 B9D7 70BE 3292 D5F8 7E95 ECC1 7496 C66D 4EBD 5B9F CE05 894B 534F 2C02 B845 CCBA 076A D4E4 E412 999C CAA2 DA,AC Steckdose Typ 2,2021-04-29
68,1,22.0,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04BF 9ED1 EB53 4749 7D8E 78E2 ED9D 88BE E87D 7874 2752 A802 5F04 0AD2 09F6 C492 EF3B 37A3 CA3B E4E4 D2D2 4CC0 7D60 28D9 5564 7A0F 7854 CFBA 42BF 2CCC E086 BA50 FE,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04A5 2B1A 99CB 7A8A 8DF0 518F EFF1 F03C 4A3B 667F 59C4 7BA1 498F A8A7 3408 866C C522 FAAB F437 3A32 C9E3 5741 0868 80D9 A8CD 14B4 1146 4250 9F2D A562 E1A6 1482 36,2021-04-29
68,2,22.0,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 049D 3DE1 AA82 6BC4 610B BD8D E0A2 5058 9CBF 1D8B D60D 8CC1 27F0 5EF1 46B1 4279 A74F CCEE E10C 71D5 0306 4B69 E402 CE16 827C 7ECD AB77 F54E E180 283F 674D 6B39 59,AC Steckdose Typ 2,2021-04-29
68,3,22.0,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04C8 21C8 545F A276 C47A 218B CDF8 A4A6 D4A4 168D 0F27 2376 0A60 0D57 9F59 6B79 AA2D C586 CC25 2A56 9412 9DBD 7B84 0310 B0C0 3D28 76B8 DB5E 7E91 255B 7DB8 80F7 7D,AC Steckdose Typ 2,2021-04-29
68,4,22.0,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04A5 2B1A 99CB 7A8A 8DF0 518F EFF1 F03C 4A3B 667F 59C4 7BA1 498F A8A7 3408 866C C522 FAAB F437 3A32 C9E3 5741 0868 80D9 A8CD 14B4 1146 4250 9F2D A562 E1A6 1482 36,AC Steckdose Typ 2,2021-04-29
69,1,22.0,,,2018-01-18
69,2,22.0,,AC Steckdose Typ 2,2018-01-18
70,1,22.0,,,2020-11-01
71,1,22.0,,,2021-02-21
71,2,11.0,,AC Steckdose Typ 2,2021-02-21
72,1,22.0,,,2018-05-15
72,2,22.0,,AC Steckdose Typ 2,2018-05-15
73,1,22.0,,,2021-02-21
73,2,11.0,,AC Steckdose Typ 2,2021-02-21
74,1,22.0,,,2020-07-09
74,2,22.0,,AC Steckdose Typ 2,2020-07-09
75,1,43.0,,,2018-02-22
75,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2018-02-22
76,1,22.0,,,2019-06-14
77,1,43.0,,,2018-06-29
77,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2018-06-29
78,1,22.0,,,2020-06-19
78,2,22.0,,AC Steckdose Typ 2,2020-06-19
79,1,22.0,,,2020-11-01
80,1,22.0,,,2019-12-05
80,2,22.0,,AC Steckdose Typ 2,2019-12-05
81,1,22.0,,,2020-07-01
81,2,22.0,,AC Steckdose Typ 2,2020-07-01
82,1,22.0,,,2020-11-24
82,2,22.0,,AC Steckdose Typ 2,2020-11-24
83,1,22.0,,,2021-08-25
83,2,22.0,,AC Steckdose Typ 2,2021-08-25
84,1,22.0,,,2018-12-19
84,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-19
85,1,50.0,,,2019-07-29
85,2,22.0,,AC Steckdose Typ 2,2019-07-29
86,1,50.0,,,2019-11-13
86,2,22.0,,AC Steckdose Typ 2,2019-11-13
87,1,22.0,,,2019-10-30
87,2,22.0,,AC Steckdose Typ 2,2019-10-30
88,1,22.0,,,2020-01-08
88,2,22.0,,AC Steckdose Typ 2,2020-01-08
89,1,22.0,,,2020-12-15
89,2,22.0,,AC Steckdose Typ 2,2020-12-15
89,1,22.0,,,2020-11-26
89,2,22.0,,AC Steckdose Typ 2,2020-11-26
90,1,22.0,,,2016-04-15
90,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2016-04-15
91,1,22.0,,,2014-01-01
91,2,22.0,,AC Steckdose Typ 2,2014-01-01
92,1,11.0,,,2018-10-13
92,2,11.0,,AC Steckdose Typ 2,2018-10-13
93,1,22.0,,,2020-02-01
93,2,22.0,,AC Steckdose Typ 2,2020-02-01
94,1,22.0,,,2020-02-01
94,2,22.0,,AC Steckdose Typ 2,2020-02-01
95,1,22.0,,,2020-02-01
95,2,22.0,,AC Steckdose Typ 2,2020-02-01
96,1,22.0,,,2020-02-01
96,2,22.0,,AC Steckdose Typ 2,2020-02-01
97,1,22.0,,,2021-04-08
97,2,11.0,,AC Steckdose Typ 2,2021-04-08
98,1,22.0,,,2018-12-19
98,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-19
99,1,50.0,,,2019-09-13
99,2,22.0,,AC Steckdose Typ 2,2019-09-13
100,1,22.0,,,2021-02-21
100,2,11.0,,AC Steckdose Typ 2,2021-02-21
101,1,11.0,,,2021-03-29
102,1,22.0,,,2019-09-06
102,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-09-06
103,1,22.0,,,2019-09-06
103,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-09-06
104,1,22.0,,,2019-08-15
104,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-08-15
105,1,22.0,,,2018-11-05
105,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-11-05
106,1,22.0,,,2018-12-19
106,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-19
107,1,22.0,,,2018-12-19
107,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-19
108,1,22.0,,,2019-09-06
108,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-09-06
109,1,22.0,,,2019-09-06
109,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-09-06
110,1,22.0,,,2018-12-19
110,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-19
111,1,43.0,,,2018-10-15
111,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2018-10-15
111,3,50.0,,DC Kupplung Combo,2018-10-15
112,1,22.0,,,2019-09-27
112,2,22.0,,AC Steckdose Typ 2,2019-09-27
113,1,22.0,,,2021-02-21
113,2,11.0,,AC Steckdose Typ 2,2021-02-21
114,1,22.0,,,2019-11-07
114,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-11-07
115,1,22.0,,,2019-01-29
115,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-01-29
116,1,22.0,,,2019-01-29
116,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-01-29
117,1,43.0,,,2017-03-02
117,2,50.0,,DC Kupplung Combo,2017-03-02
118,1,150.0,,,2020-03-15
118,2,75.0,,DC Kupplung Combo,2020-03-15
119,1,150.0,,,2020-04-28
119,2,75.0,,"DC Kupplung Combo, DC CHAdeMO",2020-04-28
120,1,300.0,,,2020-12-28
120,2,300.0,,DC Kupplung Combo,2020-12-28
120,1,300.0,,,2020-12-28
120,2,300.0,,DC Kupplung Combo,2020-12-28
120,1,300.0,,,2020-12-28
120,2,300.0,,DC Kupplung Combo,2020-12-28
121,1,22.0,,,2021-07-23
121,2,22.0,,AC Steckdose Typ 2,2021-07-23
122,1,43.0,,,2021-09-17
122,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2021-09-17
123,1,22.0,,,2018-12-19
123,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-19
124,1,22.0,,,2019-07-26
124,2,22.0,,AC Steckdose Typ 2,2019-07-26
125,1,22.0,,,2020-09-16
125,2,22.0,,AC Steckdose Typ 2,2020-09-16
126,1,22.0,,,2019-06-18
126,1,22.0,,,2019-06-18
127,1,22.0,,,2021-02-21
127,2,11.0,,AC Steckdose Typ 2,2021-02-21
128,1,22.0,,,2019-09-06
128,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-09-06
129,1,22.0,,,2019-09-06
129,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-09-06
130,1,22.0,,,2019-06-28
131,1,22.0,,,2018-12-19
131,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-19
132,1,50.0,,,2019-08-15
132,2,22.0,,AC Steckdose Typ 2,2019-08-15
133,1,150.0,,,2021-06-25
133,2,150.0,,DC Kupplung Combo,2021-06-25
134,1,22.0,,,2019-06-18
134,2,22.0,,AC Steckdose Typ 2,2019-06-18
135,1,11.0,,,2021-01-01
135,2,11.0,,AC Steckdose Typ 2,2021-01-01
136,1,22.0,,,2019-09-06
136,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-09-06
137,1,20.0,,,2015-06-24
138,1,22.0,,,2018-07-22
138,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-07-22
139,1,22.0,,,2018-11-30
139,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-11-30
140,1,22.0,,,2018-05-17
140,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-05-17
141,1,22.0,,,2020-09-23
141,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-09-23
142,1,22.0,,,2020-10-04
142,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-10-04
143,1,22.0,,,2020-10-01
143,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-10-01
144,1,22.0,,,2020-12-01
144,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-12-01
145,1,62.5,,,2021-04-13
146,1,22.0,,,2021-04-13
146,2,22.0,,"AC Steckdose Typ 2, AC Kupplung Typ 2",2021-04-13
147,1,22.0,,,2021-06-17
148,1,22.0,,,2020-02-26
148,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-02-26
149,1,50.0,,,2018-10-02
149,2,43.0,,AC Kupplung Typ 2,2018-10-02
150,1,20.0,,,2015-06-30
151,1,22.0,,,2020-09-28
151,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-09-28
152,1,22.0,,,2020-09-29
152,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-09-29
153,1,22.0,,,2020-09-28
153,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-09-28
154,1,22.0,,,2020-11-11
154,2,22.0,,AC Steckdose Typ 2,2020-11-11
154,1,22.0,,,2020-11-11
154,2,22.0,,AC Steckdose Typ 2,2020-11-11
154,1,22.0,,,2020-11-11
154,2,22.0,,AC Steckdose Typ 2,2020-11-11
155,1,22.0,,,2018-04-09
155,2,22.0,,AC Steckdose Typ 2,2018-04-09
156,1,22.0,,,2019-11-05
156,2,22.0,,AC Steckdose Typ 2,2019-11-05
157,1,22.0,,,2019-11-05
157,2,22.0,,AC Steckdose Typ 2,2019-11-05
158,1,320.0,,,2021-02-25
158,1,320.0,,,2021-02-25
159,1,22.0,,,2021-02-25
159,2,22.0,,AC Steckdose Typ 2,2021-02-25
160,1,22.0,,,2020-12-07
160,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-12-07
161,1,22.0,,,2020-12-14
161,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-12-14
162,1,22.0,,,2021-05-21
162,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2021-05-21
163,1,22.0,,,2018-06-04
164,1,22.0,,,2021-09-01
164,2,22.0,,AC Steckdose Typ 2,2021-09-01
164,3,22.0,,AC Steckdose Typ 2,2021-09-01
164,4,22.0,,AC Steckdose Typ 2,2021-09-01
165,1,22.0,,,2016-02-12
165,2,20.0,,"DC Kupplung Combo, DC CHAdeMO",2016-02-12
165,1,22.0,,,2016-02-12
165,2,20.0,,"DC Kupplung Combo, DC CHAdeMO",2016-02-12
166,1,22.0,,,2021-03-18
166,2,22.0,,AC Steckdose Typ 2,2021-03-18
167,1,22.0,,,2021-03-25
167,2,22.0,,AC Steckdose Typ 2,2021-03-25
167,1,22.0,,,2021-03-25
167,2,22.0,,AC Steckdose Typ 2,2021-03-25
167,1,22.0,,,2021-03-25
167,2,22.0,,AC Steckdose Typ 2,2021-03-25
168,1,300.0,,,2020-08-25
168,2,300.0,,"DC Kupplung Combo, DC CHAdeMO",2020-08-25
169,1,22.0,,,2020-12-15
169,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-12-15
170,1,22.0,,,2020-12-10
170,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-12-10
171,1,22.0,,,2020-12-13
171,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-12-13
172,1,22.0,,,2020-12-14
172,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-12-14
173,1,22.0,,,2020-12-01
173,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2020-12-01
174,1,43.0,,,2018-02-07
174,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2018-02-07
175,1,22.0,,,2019-12-10
175,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-12-10
176,1,43.0,,,2016-12-21
176,2,50.0,,DC Kupplung Combo,2016-12-21
177,1,150.0,,,2019-12-12
177,2,150.0,,DC Kupplung Combo,2019-12-12
178,1,300.0,,,2020-12-04
178,2,300.0,,DC Kupplung Combo,2020-12-04
178,1,300.0,,,2020-12-04
178,2,300.0,,DC Kupplung Combo,2020-12-04
178,1,300.0,,,2020-12-04
178,2,300.0,,DC Kupplung Combo,2020-12-04
178,1,300.0,,,2020-12-04
178,2,300.0,,DC Kupplung Combo,2020-12-04
179,1,22.0,,,2018-09-01
179,2,22.0,,AC Steckdose Typ 2,2018-09-01
180,1,22.0,,,2018-09-01
180,2,22.0,,AC Steckdose Typ 2,2018-09-01
181,1,22.0,,,2020-10-28
181,2,22.0,,AC Steckdose Typ 2,2020-10-28
182,1,22.0,,,2021-05-07
182,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2021-05-07
183,1,225.0,,,2021-12-15
183,2,225.0,,DC Kupplung Combo,2021-12-15
184,1,22.0,,,2021-07-23
184,2,11.0,,AC Steckdose Typ 2,2021-07-23
185,1,22.0,,,2021-01-19
185,2,11.0,,AC Steckdose Typ 2,2021-01-19
186,1,22.0,,,2021-03-11
186,2,11.0,,AC Steckdose Typ 2,2021-03-11
187,1,11.0,,,2021-11-10
187,1,11.0,,,2021-11-10
188,1,22.0,,,2020-06-15
188,2,22.0,,AC Steckdose Typ 2,2020-06-15
189,1,22.0,,,2021-07-01
189,2,11.0,,AC Steckdose Typ 2,2021-07-01
190,1,22.0,,,2018-06-08
190,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-06-08
191,1,22.0,,,2019-06-01
191,2,22.0,,AC Steckdose Typ 2,2019-06-01
192,1,22.0,,,2020-07-01
192,2,22.0,,AC Steckdose Typ 2,2020-07-01
193,1,22.0,,,2018-07-12
193,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-07-12
194,1,22.0,,,2019-08-20
194,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-08-20
195,1,22.0,,,2019-03-26
195,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-03-26
196,1,22.0,,,2019-03-26
196,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-03-26
197,1,22.0,,,2021-08-23
197,2,22.0,,AC Steckdose Typ 2,2021-08-23
198,1,22.0,93CF 4CF0 EAA4 0FDD DE16 7CA6 B667 939E 85EF 6A80 BF6F 409E B141 5F06 FB26 D365 1E81 C603 B397 9467 2BC4 47F6 F32B B81B,,2020-01-01
198,2,22.0,D9B6 EB40 235E 8C30 8D20 C4F1 CC12 3005 5485 87CE 015A B888 21E2 C7FF 03E8 14D4 1344 BCB5 43D4 E935 76C2 A040 41D0 6C02,AC Steckdose Typ 2,2020-01-01
199,1,22.0,,,2021-07-22
199,2,22.0,,AC Steckdose Typ 2,2021-07-22
200,1,22.0,,,2017-12-22
200,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2017-12-22
201,1,22.0,,,2018-04-04
201,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-04-04
202,1,22.0,,,2020-06-26
202,2,22.0,,"AC Steckdose Typ 2, AC Kupplung Typ 2",2020-06-26
203,1,22.0,,,2018-04-04
203,2,22.0,,AC Steckdose Typ 2,2018-04-04
204,1,22.0,,,2020-01-01
204,2,22.0,,AC Steckdose Typ 2,2020-01-01
205,1,22.0,,,2020-01-01
205,2,22.0,,AC Steckdose Typ 2,2020-01-01
206,1,22.0,,,2020-01-01
206,2,22.0,,AC Steckdose Typ 2,2020-01-01
207,1,22.0,,,2019-11-20
207,2,22.0,,AC Steckdose Typ 2,2019-11-20
208,1,150.0,,,2020-05-26
208,2,22.0,,AC Steckdose Typ 2,2020-05-26
209,1,150.0,,,2020-05-26
209,2,22.0,,AC Steckdose Typ 2,2020-05-26
210,1,43.0,,,2016-12-29
210,2,50.0,,DC Kupplung Combo,2016-12-29
211,1,43.0,,,2016-12-29
211,2,50.0,,DC Kupplung Combo,2016-12-29
212,1,75.0,,,2019-12-19
212,2,75.0,,DC Kupplung Combo,2019-12-19
213,1,22.0,,,2021-10-04
213,2,22.0,,AC Steckdose Typ 2,2021-10-04
214,1,11.0,,,2017-10-27
215,1,22.0,,,2021-09-09
215,2,22.0,,AC Steckdose Typ 2,2021-09-09
216,1,50.0,,,2017-11-24
216,2,43.0,,AC Kupplung Typ 2,2017-11-24
217,1,20.0,,,2015-06-11
218,1,22.0,,,2020-10-13
218,2,22.0,,AC Steckdose Typ 2,2020-10-13
219,1,43.0,,,2019-04-02
219,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2019-04-02
220,1,22.0,,,2019-07-03
220,2,22.0,,AC Steckdose Typ 2,2019-07-03
221,1,22.0,,,2019-01-06
221,2,22.0,,AC Steckdose Typ 2,2019-01-06
221,3,22.0,,AC Steckdose Typ 2,2019-01-06
221,4,22.0,,AC Steckdose Typ 2,2019-01-06
222,1,43.0,,,2018-08-10
222,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2018-08-10
223,1,22.0,,,2019-11-09
223,2,22.0,,AC Steckdose Typ 2,2019-11-09
224,1,22.0,,,2019-11-09
224,2,22.0,,AC Steckdose Typ 2,2019-11-09
225,1,22.0,,,2021-03-23
225,2,11.0,,AC Steckdose Typ 2,2021-03-23
226,1,22.0,,,2019-09-05
226,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-09-05
227,1,22.0,,,2019-11-01
227,2,22.0,,AC Steckdose Typ 2,2019-11-01
228,1,22.0,,,2020-04-20
228,2,22.0,,AC Steckdose Typ 2,2020-04-20
229,1,43.0,,,2019-04-02
229,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2019-04-02
230,1,22.0,4A53D8A3F060B1BAF427B5B17A5F2E2A1CF70A1D1A01D9D3A14537A68B393F2C2BC5E24619FEBA535C51EDCD3989C0DC,,2019-06-02
230,2,22.0,7C440E673CA91982D12CCA5CFA88520A94A35093C12125C9F4A3F7B85A363ACFDF8E2ED65CE53AE954FF9FBB0D966421,AC Steckdose Typ 2,2019-06-02
231,1,22.0,51B8E6002772486F9833059603019BCCA738290C9A1E280B5ABBE1BA4C581EE45A29BAFEE3A2C9E3E63C97F19F14A23C,,2019-06-02
231,2,22.0,06F5F00A57964B4CB0645D6C48132C6321C80652E1ECE2D12DC0A0506D7E6C67304DD70417E1D1A81EFE6F332664C649,AC Steckdose Typ 2,2019-06-02
232,1,22.0,E38962A6A6E7C0BE04F07C46183F55F3215C8DD299D7C687AEC682DC8B415016AEE1AC232B94E358D33307067A6E7B5F,,2019-06-20
