station_id,point_id,power,public key,steckertyp,inbetriebnahme
7210,1,22.0,,,2012-06-29
7210,2,22.0,,AC Steckdose Typ 2,2012-06-29
7211,1,22.0,,,2012-09-26
7211,2,22.0,,AC Steckdose Typ 2,2012-09-26
7212,1,22.0,,,2013-12-16
7212,2,22.0,,AC Steckdose Typ 2,2013-12-16
7213,1,22.0,,,2015-02-02
7213,2,22.0,,AC Steckdose Typ 2,2015-02-02
7213,1,22.0,,,2015-02-02
7213,2,22.0,,AC Steckdose Typ 2,2015-02-02
7213,1,22.0,,,2015-02-02
7213,2,22.0,,AC Steckdose Typ 2,2015-02-02
7213,1,22.0,,,2015-02-02
7213,2,22.0,,AC Steckdose Typ 2,2015-02-02
7213,1,22.0,,,2015-02-02
7213,2,22.0,,AC Steckdose Typ 2,2015-02-02
7213,1,22.0,,,2015-02-02
7213,2,22.0,,AC Steckdose Typ 2,2015-02-02
7213,1,22.0,,,2015-02-02
7213,2,22.0,,AC Steckdose Typ 2,2015-02-02
7213,1,22.0,,,2015-02-02
7213,2,22.0,,AC Steckdose Typ 2,2015-02-02
7214,1,22.0,,,2019-12-02
7214,2,22.0,,AC Steckdose Typ 2,2019-12-02
7215,1,22.0,,,2019-12-02
7215,2,22.0,,AC Steckdose Typ 2,2019-12-02
7216,1,50.0,,,2018-10-16
7216,2,22.0,,AC Steckdose Typ 2,2018-10-16
7217,1,22.0,,,2021-10-23
7217,2,22.0,,AC Steckdose Typ 2,2021-10-23
7218,1,22.0,,,2017-09-17
7218,2,22.0,,AC Steckdose Typ 2,2017-09-17
7219,1,22.0,,,2018-07-01
7219,2,22.0,,AC Steckdose Typ 2,2018-07-01
7220,1,22.0,,,2018-09-03
7220,2,22.0,,AC Steckdose Typ 2,2018-09-03
7221,1,22.0,,,2019-04-18
7221,2,22.0,,AC Steckdose Typ 2,2019-04-18
7222,1,22.0,,,2018-08-11
7222,2,22.0,,AC Steckdose Typ 2,2018-08-11
7223,1,22.0,,,2018-08-11
7223,2,22.0,,AC Steckdose Typ 2,2018-08-11
7224,1,22.0,,,2020-02-11
7224,2,22.0,,"AC Steckdose Typ 2, AC Kupplung Typ 2",2020-02-11
7225,1,22.0,,,2011-06-15
7225,2,22.0,,AC Steckdose Typ 2,2011-06-15
7226,1,22.0,,,2011-09-01
7226,2,22.0,,AC Steckdose Typ 2,2011-09-01
7227,1,22.0,,,2012-03-14
7227,2,22.0,,AC Steckdose Typ 2,2012-03-14
7228,1,22.0,,,2018-11-07
7228,2,22.0,,AC Steckdose Typ 2,2018-11-07
7229,1,50.0,,,2017-12-07
7229,2,43.0,,AC Kupplung Typ 2,2017-12-07
7230,1,22.0,,,2021-10-25
7230,2,22.0,,AC Steckdose Typ 2,2021-10-25
7231,1,11.0,,,2016-12-01
7231,2,11.0,,AC Steckdose Typ 2,2016-12-01
7232,1,43.0,,,2021-08-05
7232,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2021-08-05
7232,1,22.0,3059301306072A8648CE3D020106082A8648CE3D030107034200047DD80CDFCC54C08D0CC75339BD2D15DA5A2B4F546AACE7736CF701E98ABD2A7E881FB74DBF72EC693CAD2B17E5496B94C277357290B314D5704FC92998CF4177,,2021-10-21
7233,1,11.0,,,2021-02-02
7233,1,11.0,,,2021-02-02
7234,1,11.0,,,2018-07-12
7235,1,22.0,,,2020-07-01
7235,2,22.0,,AC Steckdose Typ 2,2020-07-01
7236,1,11.0,,,2020-08-20
7236,2,11.0,,AC Steckdose Typ 2,2020-08-20
7237,1,22.0,,,2018-01-11
7237,2,22.0,,AC Steckdose Typ 2,2018-01-11
7238,1,22.0,,,2019-10-30
7238,2,22.0,,AC Steckdose Typ 2,2019-10-30
7239,1,22.0,,,2014-11-29
7239,2,22.0,,AC Steckdose Typ 2,2014-11-29
7240,1,22.0,,,2018-06-11
7240,2,22.0,,AC Steckdose Typ 2,2018-06-11
7241,1,50.0,,,2018-10-22
7241,2,22.0,,AC Steckdose Typ 2,2018-10-22
7242,1,22.0,,,2020-07-01
7242,2,22.0,,AC Steckdose Typ 2,2020-07-01
7243,1,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004A2BB008E798D547A797EC0EE26C7139C17D9C78B70D96F073AB257CAC901F60378BBA16E4309C575A84B622FE847C8B603B2EF6ABEA8CB288999A2A6FE76AD6A,,2021-01-11
7243,2,22.0,3059301306072A8648CE3D020106082A8648CE3D030107034200044ACDD5A51C34D5384099742062F8F00BB8B1791B582CD0C77A4104BF3581D55233DBEF3390B8295779454A4F7DD284B4FCE3AB88F5E9995D99F6D4AA3D0EFAD0,AC Steckdose Typ 2,2021-01-11
7244,1,22.0,,,2021-01-19
7244,2,11.0,,AC Steckdose Typ 2,2021-01-19
7245,1,22.0,,,2014-03-12
7245,2,3.7,,AC Schuko,2014-03-12
7245,3,22.0,,AC Steckdose Typ 2,2014-03-12
7245,4,3.7,,AC Schuko,2014-03-12
7245,1,22.0,,,2021-04-06
7245,2,22.0,,AC Steckdose Typ 2,2021-04-06
7246,1,22.0,,,2019-08-19
7246,2,22.0,,AC Steckdose Typ 2,2019-08-19
7247,1,22.0,,,2019-01-16
7247,2,22.0,,AC Steckdose Typ 2,2019-01-16
7248,1,22.0,,,2014-03-07
7248,2,3.7,,AC Schuko,2014-03-07
7248,3,22.0,,AC Steckdose Typ 2,2014-03-07
7248,4,3.7,,AC Schuko,2014-03-07
7249,1,22.0,,,2021-08-03
7249,2,22.0,,AC Steckdose Typ 2,2021-08-03
7250,1,22.0,,,2018-09-17
7250,2,22.0,,AC Steckdose Typ 2,2018-09-17
7251,1,22.0,,,2018-09-17
7251,2,22.0,,AC Steckdose Typ 2,2018-09-17
7252,1,22.0,,,2019-02-19
7252,2,22.0,,AC Steckdose Typ 2,2019-02-19
7253,1,22.0,,,2021-01-19
7253,2,11.0,,AC Steckdose Typ 2,2021-01-19
7254,1,22.0,,,2021-04-08
7254,2,22.0,,AC Steckdose Typ 2,2021-04-08
7254,1,22.0,,,2021-04-08
7254,2,22.0,,AC Steckdose Typ 2,2021-04-08
7255,1,22.0,,,2018-02-08
7255,2,22.0,,AC Steckdose Typ 2,2018-02-08
7255,1,22.0,,,2017-02-08
7255,2,22.0,,AC Steckdose Typ 2,2017-02-08
7256,1,22.0,,,2019-12-17
7256,2,22.0,,AC Steckdose Typ 2,2019-12-17
7256,3,22.0,,AC Steckdose Typ 2,2019-12-17
7256,4,22.0,,AC Steckdose Typ 2,2019-12-17
7257,1,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004B77050769523358F04D1D761F343DF5C4217EA05FFBF52DA8EC989AE95F30B91D829463077E3C7B8A8383E63A8A1DD509A5B59E3A99EB99F18A2BD6A613554C9,,2021-04-09
7257,2,22.0,3059301306072A8648CE3D020106082A8648CE3D030107034200049282DDA0A631D515F026F41DC2AEDAB373BCF972DC45C35CA3964900ECDA06FF9261315E9B6EFC5C216E3247026FDD8D11D1F5447A1A72C8D0DCB56B1C3004AB,AC Steckdose Typ 2,2021-04-09
7258,1,22.0,,,2021-01-19
7258,2,11.0,,AC Steckdose Typ 2,2021-01-19
7259,1,22.0,,,2021-09-02
7259,2,11.0,,AC Steckdose Typ 2,2021-09-02
7260,1,22.0,,,2018-02-01
7260,2,22.0,,AC Steckdose Typ 2,2018-02-01
7261,1,22.0,2DEB3482055E6806D475C9AD61E34C4323D0107D071396BDDF8022B3A5EDE1F9B4BE3B3B152F8A09E17B576A94D41FD0,,2021-11-29
7261,2,22.0,6B7F3E1D5AB73223E4E6A503D5EBC249D306A3C6CD3AA6ED562DCB16A7BFF684293712B571D6CD2978B997CB0966DF42,AC Steckdose Typ 2,2021-11-29
7262,1,22.0,,,2021-02-24
7262,2,22.0,,AC Steckdose Typ 2,2021-02-24
7263,1,22.0,,,2021-08-27
7263,2,22.0,,AC Steckdose Typ 2,2021-08-27
7264,1,22.0,,,2021-07-20
7264,2,22.0,,AC Steckdose Typ 2,2021-07-20
7265,1,22.0,,,2021-07-20
7265,2,22.0,,AC Steckdose Typ 2,2021-07-20
7266,1,22.0,,,2021-01-21
7266,2,22.0,,AC Steckdose Typ 2,2021-01-21
7267,1,22.0,,,2021-07-15
7267,2,22.0,,AC Steckdose Typ 2,2021-07-15
7268,1,22.0,,,2021-02-25
7268,2,11.0,,AC Steckdose Typ 2,2021-02-25
7269,1,11.0,,,2021-02-18
7269,2,22.0,,DC Kupplung Combo,2021-02-18
7270,1,150.0,,,2021-06-07
7270,2,150.0,,DC Kupplung Combo,2021-06-07
7271,1,22.0,,,2021-01-19
7271,2,11.0,,AC Steckdose Typ 2,2021-01-19
7272,1,22.0,,,2021-02-21
7272,2,11.0,,AC Steckdose Typ 2,2021-02-21
7273,1,22.0,E50D3BCB0C1E9AEC9E69C96D6279BA3E99E7D443D1E41DA50A1A54B0B6B126B4A40F89065EDCD03D61730D3D6BD3676D,,2021-11-24
7273,2,22.0,9F87D9C074A6BC7AD0B35A0AD37EBC08200CF77D05EA1776A47DE3578A20587D7DF40D757BB5531371DDD6AED8B5F36A,AC Steckdose Typ 2,2021-11-24
7274,1,22.0,9270BC4D898C158157BA8595CF1F796D979492E1F48ACE2E755F88AA160EC67BE24DFC653C8F3AC737D472D6BFD8AC56,,2021-11-24
7274,2,22.0,867563E464E988ACCDC8848102A069C9785765598F91C545699E39C45D950809F2DC91F6AC115844D00E44D98CEDDE88,AC Steckdose Typ 2,2021-11-24
7275,1,22.0,,,2019-08-08
7275,2,22.0,,AC Steckdose Typ 2,2019-08-08
7275,1,22.0,,,2019-08-08
7275,2,22.0,,AC Steckdose Typ 2,2019-08-08
7275,1,22.0,,,2019-10-14
7275,2,22.0,,AC Steckdose Typ 2,2019-10-14
7275,1,22.0,,,2019-10-16
7275,2,22.0,,AC Steckdose Typ 2,2019-10-16
7276,1,22.0,,,2018-03-26
7276,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-03-26
7277,1,22.0,,,2020-11-27
7277,2,22.0,,AC Steckdose Typ 2,2020-11-27
7277,1,22.0,,,2020-11-27
7277,2,22.0,,AC Steckdose Typ 2,2020-11-27
7278,1,25.0,,,2016-11-24
7279,1,22.0,,,2021-01-20
7279,2,22.0,,AC Steckdose Typ 2,2021-01-20
7280,1,11.0,,,2016-01-27
7280,2,11.0,,AC Steckdose Typ 2,2016-01-27
7281,1,22.0,APZJJICA2GXSQPNLCDAV3IVQD2JO7VYBJMTZTXMS,,2021-10-18
7281,2,22.0,AKJ45ZCMFYVTZ75ZU4WLC6JH5UJZCTO3A3HLU4ME,AC Steckdose Typ 2,2021-10-18
7282,1,22.0,APN2S4BU7QRBFYSZUMMCT6EA34MJI66N5JMZLINF,,2021-10-18
7282,2,22.0,AKX2P7CDFNHLOUVTJXGC7QQYCLHXUOYETHMLORY3,AC Steckdose Typ 2,2021-10-18
7283,1,22.0,AN4M4BXKYFBCZHOBCUPIXEAAYGCGA43QOEFJWIIY,,2021-02-21
7283,2,22.0,AMWUI5RK3SUXI7PQOFM5W6XIMEIDZZQSTAOCGHB6,AC Steckdose Typ 2,2021-02-21
7284,1,22.0,,,2017-03-23
7285,1,22.0,,,2021-08-27
7285,2,22.0,,AC Steckdose Typ 2,2021-08-27
7286,1,22.0,,,2018-01-26
7286,2,22.0,,AC Steckdose Typ 2,2018-01-26
7287,1,22.0,,,2021-02-18
7287,2,22.0,,AC Steckdose Typ 2,2021-02-18
7288,1,11.0,,,2018-02-01
7288,2,22.0,,AC Steckdose Typ 2,2018-02-01
7289,1,22.0,A8B0A6D4EA957DB73618A36CFA6C3A4CFA5F0F9D192D2F7F8D9B42E0C4149D426DDB7CCB89506618075B7BA65D196B60,,2021-09-02
7289,2,22.0,0DC6E94A53C338E12B223FCF80CFFD43CC0899177B9531A0D79B6765205CCB25C1512AB14B13793350EEBA4325057C6D,AC Steckdose Typ 2,2021-09-02
7290,1,11.0,,,2018-05-24
7290,2,22.0,,AC Steckdose Typ 2,2018-05-24
7291,1,22.0,,,2019-12-06
7291,2,22.0,,AC Steckdose Typ 2,2019-12-06
7292,1,22.0,,,2020-01-10
7292,2,22.0,,AC Steckdose Typ 2,2020-01-10
7293,1,25.0,,,2016-12-12
7293,1,22.0,,,2021-02-24
7293,2,22.0,,AC Steckdose Typ 2,2021-02-24
7294,1,22.0,,,2017-11-13
7294,1,22.0,,,2017-11-13
7295,1,22.0,,,2019-04-12
7295,1,22.0,,,2019-04-12
7295,2,22.0,,AC Steckdose Typ 2,2019-04-12
7295,1,22.0,,,2019-04-12
7295,2,22.0,,AC Steckdose Typ 2,2019-04-12
7295,1,22.0,,,2019-04-15
7295,2,22.0,,AC Steckdose Typ 2,2019-04-15
7295,1,22.0,,,2019-04-12
7295,2,22.0,,AC Steckdose Typ 2,2019-04-12
7295,1,22.0,,,2019-04-12
7295,2,22.0,,AC Steckdose Typ 2,2019-04-12
7295,1,22.0,,,2019-04-12
7295,2,22.0,,AC Steckdose Typ 2,2019-04-12
7296,1,22.0,,,2019-01-02
7296,2,22.0,,AC Steckdose Typ 2,2019-01-02
7297,1,22.0,,,2019-04-12
7297,2,22.0,,AC Steckdose Typ 2,2019-04-12
7298,1,22.0,,,2019-04-12
7298,2,22.0,,AC Steckdose Typ 2,2019-04-12
7298,1,22.0,,,2019-04-12
7298,2,22.0,,AC Steckdose Typ 2,2019-04-12
7298,1,22.0,,,2019-04-12
7298,2,22.0,,AC Steckdose Typ 2,2019-04-12
7298,1,22.0,,,2019-04-12
7298,2,22.0,,AC Steckdose Typ 2,2019-04-12
7298,1,300.0,,,2020-04-20
7298,2,300.0,,"DC Kupplung Combo, DC CHAdeMO",2020-04-20
7298,1,175.0,,,2020-04-20
7298,1,300.0,,,2020-04-20
7298,2,300.0,,DC Kupplung Combo,2020-04-20
7299,1,22.0,,,2020-05-29
7299,2,22.0,,AC Steckdose Typ 2,2020-05-29
7300,1,22.0,AJH3CAYXLMUGHC7OUDYBJVZIALD2OBJAA4LFPZL2,,2021-01-22
7300,2,22.0,APSS6B5USNLWGYAIG3MFX7CQ24PCJRN6KRZNJYAQ,AC Steckdose Typ 2,2021-01-22
7301,1,22.0,AIA5VCCGNQF7V576RL3UTP3NGVSLJLEUB2ZI6M5V,,2021-01-22
7301,2,22.0,AMO7WRYB3QPFB5ABOBU5XWGI4VFI4BO5JHELALBF,AC Steckdose Typ 2,2021-01-22
7302,1,43.0,,,2020-04-23
7302,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2020-04-23
7303,1,22.0,,,2013-07-09
7303,2,3.7,,AC Schuko,2013-07-09
7303,3,22.0,,AC Steckdose Typ 2,2013-07-09
7303,4,3.7,,AC Schuko,2013-07-09
7303,1,22.0,,,2013-07-09
7303,2,3.7,,AC Schuko,2013-07-09
7304,1,44.0,,,2016-05-12
7305,1,22.0,,,2017-01-01
7305,2,22.0,,AC Steckdose Typ 2,2017-01-01
7305,1,22.0,,,2017-01-01
7305,2,22.0,,AC Steckdose Typ 2,2017-01-01
7306,1,22.0,,,2021-01-19
7306,2,11.0,,AC Steckdose Typ 2,2021-01-19
7307,1,11.0,,,2020-10-27
7307,2,22.0,,DC Kupplung Combo,2020-10-27
7308,1,22.0,,,2020-11-05
7308,2,22.0,,AC Steckdose Typ 2,2020-11-05
7309,1,22.0,,,2021-08-27
7309,2,22.0,,AC Steckdose Typ 2,2021-08-27
7309,1,22.0,,,2021-08-27
7309,2,22.0,,AC Steckdose Typ 2,2021-08-27
7310,1,11.0,,,2018-08-08
7310,2,11.0,,AC Steckdose Typ 2,2018-08-08
7311,1,22.0,,,2018-07-09
7311,2,22.0,,AC Steckdose Typ 2,2018-07-09
7312,1,11.0,,,2020-04-28
7312,2,11.0,,AC Steckdose Typ 2,2020-04-28
7313,1,22.0,,,2013-03-21
7313,2,3.7,,AC Schuko,2013-03-21
7313,3,22.0,,AC Steckdose Typ 2,2013-03-21
7313,4,3.7,,AC Schuko,2013-03-21
7313,1,22.0,,,2013-03-21
7313,2,3.7,,AC Schuko,2013-03-21
7313,3,22.0,,AC Steckdose Typ 2,2013-03-21
7313,4,3.7,,AC Schuko,2013-03-21
7314,1,22.0,,,2021-06-21
7314,2,22.0,,AC Steckdose Typ 2,2021-06-21
7314,1,22.0,,,2021-06-21
7314,2,22.0,,AC Steckdose Typ 2,2021-06-21
7315,1,22.0,,,2019-12-16
7315,2,22.0,,"AC Steckdose Typ 2, AC Kupplung Typ 2, DC CHAdeMO",2019-12-16
7316,1,22.0,,,2017-05-09
7317,1,22.0,,,2021-08-27
7317,2,22.0,,AC Steckdose Typ 2,2021-08-27
7318,1,22.0,,,2016-12-07
7318,1,22.0,,,2021-08-27
7318,2,22.0,,AC Steckdose Typ 2,2021-08-27
7319,1,11.0,,,2018-05-30
7319,2,22.0,,AC Steckdose Typ 2,2018-05-30
7320,1,22.0,,,2020-11-15
7320,2,22.0,,AC Steckdose Typ 2,2020-11-15
7321,1,11.0,,,2020-11-15
7322,1,22.0,443C A7A7 FFBC 71AF 0715 1620 0B63 1CFF 3DA2 7192 9CBF D61F A168 261C 65EE 87F0 2D4E B68C CE3F B83D CBBD 9927 30A1 B8CE ,,2020-10-27
7322,2,22.0,1CF0 DD8A 6688 CB42 600C D622 D5F7 8DCF DD80 FA91 5368 94EE 65B0 27C3 647F BB7C DD34 36E2 83EE E488 FDBF 632D 6846 C8F7 ,AC Steckdose Typ 2,2020-10-27
7323,1,22.0,,,2021-01-03
7323,2,22.0,,AC Kupplung Typ 2,2021-01-03
7323,1,22.0,,,2021-01-03
7323,2,22.0,,AC Kupplung Typ 2,2021-01-03
7323,1,22.0,,,2021-01-03
7323,2,22.0,,AC Kupplung Typ 2,2021-01-03
7323,1,22.0,,,2021-01-03
7323,2,22.0,,AC Kupplung Typ 2,2021-01-03
7323,1,22.0,,,2021-01-03
7323,2,22.0,,AC Kupplung Typ 2,2021-01-03
7324,1,22.0,,,2019-12-23
7324,2,22.0,,AC Steckdose Typ 2,2019-12-23
7324,1,22.0,,,2019-12-23
7324,2,22.0,,AC Steckdose Typ 2,2019-12-23
7324,1,22.0,,,2019-12-23
7324,2,22.0,,AC Steckdose Typ 2,2019-12-23
7325,1,22.0,,,2020-09-24
7325,2,22.0,,AC Steckdose Typ 2,2020-09-24
7326,1,22.0,,,2020-09-24
7326,2,22.0,,AC Steckdose Typ 2,2020-09-24
7327,1,43.0,,,2019-12-03
7327,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2019-12-03
7328,1,22.0,,,2017-08-25
7328,2,22.0,,AC Steckdose Typ 2,2017-08-25
7329,1,22.0,,,2017-01-01
7329,2,22.0,,AC Steckdose Typ 2,2017-01-01
7330,1,22.0,,,2019-04-17
7330,2,22.0,,AC Steckdose Typ 2,2019-04-17
7331,1,22.0,FBE9FEE204C282A1A3D69F528869301610F297E96B18C7697A3FEAD341E96B8433AF3661E6D979B106BC8545E00A9A3B,,2018-06-01
7331,2,22.0,31D5D839CB023911D5E3E005AB910C9083BA7F2CCC9E9B603E5E47FB9461492402100A2D620B314122B0537BE6C428ED,AC Steckdose Typ 2,2018-06-01
7332,1,11.0,,,2018-06-01
7332,2,11.0,,AC Steckdose Typ 2,2018-06-01
7333,1,22.0,,,2019-06-01
7333,2,22.0,,AC Steckdose Typ 2,2019-06-01
7334,1,22.0,,,2021-06-14
7334,2,22.0,,AC Steckdose Typ 2,2021-06-14
7335,1,22.0,768B AF7D 9693 A073 7FBF 3475 FF2B 8EB6 2529 93C1 BF10 5308 845C A785 396B E16F EFBA 4AFE 203E B2BB EBDE 1F69 71A1 44F7 ,CEC1 86E2 15BC 4F89 C6A7 A3D1 8EB6 9AAB E331 9FCD 1763 DB60 7245 AC7E 535B 1781 DE93 EA18 D073 A544 1F3B 67FE 51D7 A498,2021-09-02
7335,2,22.0,61A0 C536 10B6 37E8 8F38 7648 793D E683 9E9F AD4A 95B4 0E13 B88B 2EF2 924C 30CE 41F5 C792 6614 02C6 AA45 C1AE 386F BF80 ,AC Steckdose Typ 2,2021-09-02
7335,3,22.0,D1F6 562D 30D7 336F 9A15 DE68 5690 42B7 4C59 389D FC95 A0E6 90C8 47A8 2355 792C 1A46 444F 864E 3E1A ABB4 9D00 0D78 884D ,AC Steckdose Typ 2,2021-09-02
7335,4,22.0,CEC1 86E2 15BC 4F89 C6A7 A3D1 8EB6 9AAB E331 9FCD 1763 DB60 7245 AC7E 535B 1781 DE93 EA18 D073 A544 1F3B 67FE 51D7 A498,AC Steckdose Typ 2,2021-09-02
7336,1,22.0,0E1A 3A1D 7A0C 0982 2146 DA98 61A2 FF9A 7AE6 C35A 26C8 D744 AE6F C60D 8023 ECB3 4F09 90E6 65CD 52A3 0002 78F0 C031 887C,88B6 2418 FB07 74D3 CEA2 EDEE 7769 E6B6 3AFC 5D3E 96E0 EC51 FFB2 DC53 B261 C942 09D0 A46C 7A84 1B04 9FC4 F9E5 4874 554C,2021-09-06
7336,2,22.0,DD1D F53C 29D3 5E05 94E9 1B8F 9D81 A4F7 6F74 477A EBA2 DD46 E7B8 EC24 41E8 5BFC 398D 6453 BE9B 4E38 899F A13B 9459 CBF6,AC Steckdose Typ 2,2021-09-06
7336,3,22.0,D28F 6E0B 274B 7090 F4DC 0F2B 21F1 B497 B9FB 5892 C915 71EB E9EC 7DDE B7D9 9A1F 4218 8F2F 3260 8490 6FCC 72E8 FED6 3B39,AC Steckdose Typ 2,2021-09-06
7336,4,22.0,88B6 2418 FB07 74D3 CEA2 EDEE 7769 E6B6 3AFC 5D3E 96E0 EC51 FFB2 DC53 B261 C942 09D0 A46C 7A84 1B04 9FC4 F9E5 4874 554C,AC Steckdose Typ 2,2021-09-06
7337,1,22.0,,,2021-01-19
7337,2,11.0,,AC Steckdose Typ 2,2021-01-19
7338,1,22.0,8A2BA4079D0DE8459B0C661A586A19F0891134A2E65C69869189845AD921F510AE151232A3F35B21A5F10BDDE07CE426,,2021-10-18
7338,2,22.0,4E486A9E57F6CADEA1977143E3E2F249A548FFDB5F4DF94EEF8B70B383318EF1087EAEA80BEE09FAE09AFECC5D1B0434,AC Steckdose Typ 2,2021-10-18
7339,1,22.0,,,2017-11-13
7339,2,22.0,,AC Steckdose Typ 2,2017-11-13
7340,1,11.0,,,2020-12-17
7340,2,11.0,,AC Steckdose Typ 2,2020-12-17
7341,1,22.0,77EB 21C0 F820 43D3 18B8 A1F8 3531 3F5D 376D 6FC3 EB73 C14B 9732 1A4A E17F B9C1 3AD2 74C2 A86F 064C EA7B 8781 90F5 BE39,0612 E287 EE49 17DF 7FB9 3096 AF0F 3CDA 94CC DC84 34FD 376C 7136 AA58 42A5 6828 7B34 769A 9F7B AD5B BAEC 902C 72D1 F425,2021-09-06
7341,2,22.0,E4B6 9FBB 82F6 2BAE 65C5 7866 0B47 C82E 68E4 15FF 0679 C228 4242 5DEA 33E7 2D3A D131 386B 11B4 7399 7113 04B9 DF0A 2B92,AC Steckdose Typ 2,2021-09-06
7341,3,22.0,3163 9CB0 89D7 0A7E F8D9 8F80 CC3A 93E3 9BDF 2A96 FFE4 DC1F 9D46 B524 26E7 87BF 69B1 20A3 D73C 1C23 A49F 5D3C 1B4E F2C1,AC Steckdose Typ 2,2021-09-06
7341,4,22.0,0612 E287 EE49 17DF 7FB9 3096 AF0F 3CDA 94CC DC84 34FD 376C 7136 AA58 42A5 6828 7B34 769A 9F7B AD5B BAEC 902C 72D1 F425,AC Steckdose Typ 2,2021-09-06
7342,1,43.0,,,2020-04-30
7342,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2020-04-30
7343,1,22.0,,,2018-01-30
7343,2,22.0,,AC Steckdose Typ 2,2018-01-30
7344,1,50.0,,,2015-12-22
7344,2,43.0,,AC Kupplung Typ 2,2015-12-22
7344,1,80.0,,,2019-07-11
7344,2,320.0,,DC Kupplung Combo,2019-07-11
7344,1,80.0,,,2019-07-11
7344,2,320.0,,DC Kupplung Combo,2019-07-11
7345,1,43.0,,,2017-08-10
7345,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2017-08-10
7346,1,22.0,,,2019-11-01
7346,2,22.0,,AC Steckdose Typ 2,2019-11-01
7346,3,22.0,,AC Steckdose Typ 2,2019-11-01
7346,4,22.0,,AC Steckdose Typ 2,2019-11-01
7347,1,22.0,,,2017-08-09
7347,1,22.0,,,2021-02-11
7347,2,22.0,,AC Steckdose Typ 2,2021-02-11
7348,1,22.0,,,2014-01-14
7348,2,3.7,,AC Schuko,2014-01-14
7348,3,22.0,,AC Steckdose Typ 2,2014-01-14
7348,4,3.7,,AC Schuko,2014-01-14
7348,1,22.0,,,2021-08-27
7348,2,22.0,,AC Steckdose Typ 2,2021-08-27
7349,1,44.0,,,2016-11-09
7349,1,22.0,,,2021-02-10
7349,2,22.0,,AC Steckdose Typ 2,2021-02-10
7350,1,22.0,,,2021-02-10
7350,2,22.0,,AC Steckdose Typ 2,2021-02-10
7351,1,22.0,,,2021-08-04
7351,2,22.0,,AC Steckdose Typ 2,2021-08-04
7352,1,22.0,,,2017-01-01
7352,2,22.0,,AC Steckdose Typ 2,2017-01-01
7353,1,22.0,,,2019-12-19
7353,2,22.0,,AC Steckdose Typ 2,2019-12-19
7354,1,22.0,,,2014-11-20
7354,2,22.0,,AC Steckdose Typ 2,2014-11-20
7354,1,22.0,,,2020-12-17
7354,2,22.0,,AC Steckdose Typ 2,2020-12-17
7354,1,22.0,,,2021-07-21
7354,2,22.0,,AC Steckdose Typ 2,2021-07-21
7355,1,22.0,,,2021-11-14
7355,2,22.0,,AC Steckdose Typ 2,2021-11-14
7355,1,22.0,,,2021-11-14
7355,2,22.0,,AC Steckdose Typ 2,2021-11-14
7356,1,22.0,,,2017-08-09
7356,1,22.0,,,2021-02-12
7356,2,22.0,,AC Steckdose Typ 2,2021-02-12
7357,1,22.0,,,2018-11-23
7357,2,22.0,,AC Steckdose Typ 2,2018-11-23
7358,1,22.0,,,2021-04-11
7358,2,11.0,,AC Steckdose Typ 2,2021-04-11
7359,1,22.0,,,2021-01-22
7359,2,22.0,,AC Steckdose Typ 2,2021-01-22
7359,1,22.0,,,2021-06-17
7360,1,11.0,,,2016-08-19
7360,1,11.0,,,2016-08-28
7360,1,11.0,,,2017-01-10
7361,1,22.0,,,2016-09-07
7361,2,22.0,,AC Steckdose Typ 2,2016-09-07
7362,1,22.0,,,2019-08-08
7362,1,22.0,,,2019-08-08
7363,1,11.0,,,2019-08-06
7363,2,11.0,,AC Steckdose Typ 2,2019-08-06
7363,3,11.0,,AC Steckdose Typ 2,2019-08-06
7364,1,22.0,,,2020-09-09
7364,2,22.0,,AC Steckdose Typ 2,2020-09-09
7365,1,150.0,,,2020-09-10
7365,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2020-09-10
7365,3,22.0,,AC Steckdose Typ 2,2020-09-10
7366,1,22.0,,,2017-10-01
7366,2,22.0,,AC Steckdose Typ 2,2017-10-01
7367,1,22.0,,,2017-08-08
7368,1,22.0,,,2020-12-17
7368,2,22.0,,AC Steckdose Typ 2,2020-12-17
7369,1,22.0,,,2017-07-13
7370,1,22.0,,,2021-02-18
7370,2,22.0,,AC Steckdose Typ 2,2021-02-18
7370,1,22.0,,,2021-03-31
7370,2,22.0,,AC Steckdose Typ 2,2021-03-31
7371,1,22.0,,,2021-04-02
7371,2,22.0,,AC Steckdose Typ 2,2021-04-02
7372,1,22.0,,,2014-08-26
7372,2,3.7,,AC Schuko,2014-08-26
7372,3,22.0,,AC Steckdose Typ 2,2014-08-26
7372,4,3.7,,AC Schuko,2014-08-26
7372,1,22.0,,,2017-08-08
